asifpervezphd,Thu Sep 29 06:13:15 +0000 2016,781376275025985536,1259,4992,0,0,SPACEdotcom: #Europa Orbiter Could Sample #Jovian Moon's Watery Plumes  https://t.co/CfM6Tl09br https://t.co/s1LgN1aDDX
mohansanjeevan,Thu Sep 29 06:14:15 +0000 2016,781376525975162880,229,563,0,0,Hubble Telescope spots possible water plumes erupting on Jupiter's moon Europa  Pic: This composite image shows... https://t.co/5ZbVF6eoZG
