LER, assent_yes
HER, filler_yes
HER, see_yes
HER, nonflu_yes
LER, is_clout_yes
HER, is_clout_no
LER, is_authentic_yes
HER, certain_yes
LER, cause_yes
LER, reward_yes
LER, achieve_yes
LER, hear_yes
LER, affiliation_yes
HER, differ_yes
HER, is_authentic_no
LER, is_tone_yes
HER, anger_yes
LER, power_yes
LER, sad_yes
HER, netspeak_yes
HER, feel_yes
HER, swear_yes
LER, posemo_yes
LER, risk_yes
HER, anx_yes
HER, tentat_yes
HER, negemo_yes
HER, discrep_yes
HER, is_analytic_yes
HER, is_tone_no
LER, insight_yes
LER, is_analytic_no
