2304640,62
2304640,20
2304640,272
2304640,375
2304640,316
2304640,501
2304640,366
2304640,459
2304640,305
2304640,2499
2304640,626
2304640,1225
2304640,217
2304640,6
2304640,1378
2304640,1088
2304640,316
2304640,949
2304640,5368
2304640,2060
2090145,156
2090145,70
2090145,93
2090145,142
2090145,170
2090145,136
2090145,239
2090145,55
2090145,17
2090145,190
2090145,774
2090145,497
2090145,57
2090145,33
2090145,61
2090145,95
2090145,115
2090145,40
2090145,25
2090145,30
1964496,1
1964496,173
1964496,20
1964496,28
1964496,764
1964496,713
1964496,5
1964496,0
1964496,2
1964496,0
1964496,1
1964496,204
1964496,512
1964496,12
1964496,8
1964496,152
1964496,2
1964496,3
1964496,9
1964498,563
1613542,0
1613542,0
1613542,156
1613542,1
1613542,0
1613542,138
1613542,1
1613542,249
1613542,1
1613542,681
1613542,1270
1613542,3
1613542,106
1613542,29
1613542,2317
1613542,171
1613542,41
1613542,0
1613542,59
1613542,0
1608735,75
1608735,2145
1608735,743
1608735,1497
1608735,12
1608735,78
1608735,2
1608735,12
1608735,1446
1608735,878
1608735,50
1608735,6648
1608735,490
1608735,486
1608735,177
1608735,755
1608735,1405
1608735,2528
1608735,59
1608735,34
1539096,62
1539096,52
1539096,21
1539096,156
1539096,15
1539096,49
1539096,29
1539096,152
1539096,48
1539096,26
1539096,42
1539096,134
1539096,93
1539096,1
1539096,92
1539096,5
1539096,28
1539096,34
1539096,23
1539096,90
1485763,71
1485763,73
1485763,30
1485763,49
1485763,53
1485763,36
1485763,45
1485763,159
1485763,46
1485763,23
1485763,36
1485763,32
1485763,28
1485763,20
1485763,5
1485763,12
1485763,2
1485763,5
1485763,15
1485763,11
1398371,231
1398371,15
1398371,60
1398371,34
1398371,28
1398371,51
1398371,70
1398371,37
1398371,958
1398371,0
1398371,1
1398371,210
1398371,15
1398371,31
1398371,12
1398371,144
1398371,200
1398371,1570
1398371,12
1398371,4
1377497,12
1377497,13
1377497,1
1377497,0
1377497,0
1377497,0
1377497,24
1377497,5
1377497,0
1377497,0
1377497,2
1377497,0
1377497,1
1377497,7
1377497,14
1377497,9
1377497,6
1377497,5
1377497,4
1377497,31
1212185,85
1212185,34
1212185,62
1212185,152
1212185,2560
1212185,76
1212185,405
1212185,156
1212185,431
1212185,43
1212185,112
1212185,112
1212185,50
1212185,39
1212185,34
1212185,60
1212185,43
1212185,125
1212185,69
1212185,156
1213640,31
1213640,128
1213640,112
1213640,52
1213640,18
1213640,123
1213640,84
1213640,16
1213640,302
1213640,256
1213640,217
1213640,435
1213640,504
1213640,138
1213640,170
1213640,135
1213640,70
1213640,37
1213640,1
1213640,1
1099735,35
1099735,28
1099735,4
1099735,25
1099735,13
1099735,22
1099735,2
1099735,21
1099735,66
1099735,23
1099735,63
1099735,37
1099735,46
1099735,26
1099735,34
1099735,38
1099735,17
1099735,11
1099735,27
1099735,3
949290,21
949290,21
949290,62
949290,28
949290,45
949290,157
949290,59
949290,41
949290,18
949290,33
949290,43
949290,31
949290,119
949290,66
949290,38
949290,43
949290,16
949290,53
949290,93
949290,132
898524,3166
898524,622
898524,634
898524,881
898524,2411
898524,502
898524,1206
898524,887
898524,1301
898524,1280
898524,1058
898524,718
898524,277
898524,845
898524,1761
898524,1542
898524,615
898524,229
898524,240
898524,502
873870,6
873870,13
873870,19
873870,42
873870,5
873870,18
873870,12
873870,19
873870,2
873870,1
873870,2
873870,4
873870,4
873870,19
873870,7
873870,0
873870,61
873870,23
873870,7
873870,5
860510,17
860510,38
860510,17
860510,31
860510,41
860510,16
860510,32
860510,47
860510,52
860510,362
860510,52
860510,27
860510,16
860510,44
860510,18
860510,9
860510,32
860510,18
860510,27
860510,19
789562,0
789562,45
789562,0
789562,287
789562,142
789562,73
789562,2
789562,74
789562,13
789562,79
789562,3
789562,2
789562,3
789562,414
789562,114
789562,77
789562,91
789562,41
789562,408
789562,64
748892,7
748892,20
748892,25
748892,7
748892,15
748892,26
748892,8
748892,26
748892,16
748892,15
748892,22
748892,6
748892,18
748892,10
748892,17
748892,18
748892,27
748892,18
748892,31
748892,13
