HER (-8.4761258552407508, 'has_photo')
HER (-6.3382908312294131, 'has_photo has_url')
HER (-5.2144077851416704, 'has_photo has_hashtag')
HER (-4.1601060118478692, 'exomars')
HER (-3.9321758106704516, 'cometlanding')
HER (-3.9021327789348512, 'has_animated_gif')
HER (-3.4024848903778619, 'cosmos')
HER (-3.3567013601897044, 'has_exclam has_photo')
HER (-3.0336771669726366, 'ska')
HER (-3.0304521112345908, 'pluto')
HER (-2.9822111870911017, 'plutoflyby')
HER (-2.916189927712622, 'has_video')
HER (-2.7166091813379927, 'has_hashtag')
HER (-2.6410999547914336, 'caves2014')
HER (-2.6333887589317757, 'high_wps has_photo')
HER (-2.6194809111602928, 'has_animated_gif has_url')
HER (-2.5153815227110088, 'netspeak_yes has_photo')
HER (-2.4044703736070625, 'has_qmark has_photo')
HER (-2.1532314060853968, 'few_sixltr has_photo')
HER (-2.1335014258121245, 'lt')
HER (-1.9287525342424869, 'is_authentic_no few_sixltr')
HER (-1.861990170522515, 'has_video has_hashtag')
HER (-1.8496790281347535, 'orion')
HER (-1.8487295935831805, 'wonder')
HER (-1.8188748094142109, 'world')
HER (-1.7999219130599342, 'interstellar')
HER (-1.7993081519241816, 'many_sixltr has_photo')
HER (-1.7725804106392871, 'has_animated_gif has_hashtag')
HER (-1.7624406438925928, '67p')
HER (-1.7255947027070617, 'new horizons')
HER (-1.6431778624259645, 'people')
HER (-1.582542619201023, 'msl')
HER (-1.5649210466516035, 'horizons')
HER (-1.5223301426548694, 'humans')
HER (-1.4594683203104251, 'has_video has_url')
HER (-1.456170421523213, 'watchingcosmos')
HER (-1.4240026016830911, 'lifeonacomet')
HER (-1.4235339096527118, 'low_wps has_photo')
HER (-1.4060738046784302, 'gravitationalwaves')
HER (-1.4015845371220741, 'has_hashtag orion')
HER (-1.3951713521648419, 'scientistherdnames')
HER (-1.3452070908441371, 'billion')
HER (-1.318958486548421, 'hey')
HER (-1.3175616656589115, 'has_exclam has_animated_gif')
HER (-1.3080486593541718, 'started')
HER (-1.2918434624195221, 'negemo_yes differ_yes')
HER (-1.2837457852875611, 'pi')
HER (-1.2776958651263848, 'capsule')
HER (-1.2735570397472022, 'certain_yes feel_yes')
HER (-1.263520682142431, 'robot')
HER (-1.2557607603625756, 'has_url skajobs')
HER (-1.2557607603625756, 'skajobs')
HER (-1.2248637985246817, 'liftoff')
HER (-1.1817658318309394, 'has_exclam has_video')
HER (-1.1716447175782658, 'has_url ska')
HER (-1.1483781131276993, 'certain_yes')
HER (-1.1428827582703527, 'has_hashtag has_url')
HER (-1.1362981756358768, 'sad')
HER (-1.1294447973960933, 'lightsail')
HER (-1.127414485523329, 'space robot')
HER (-1.112875885305157, 'haha')
HER (-1.1083690700560873, 'thought')
HER (-1.1009960687251077, 'charon')
HER (-1.1002129827215117, 'wakeupphilae')
HER (-1.0964206105675856, 'tentat_yes certain_yes')
HER (-1.0946155566347444, 'skaprecursor')
HER (-1.0926023110074292, 'holy')
HER (-1.0882513542179786, 'few_sixltr')
HER (-1.0871775550423843, 'curious')
HER (-1.0845523195785762, 'safe')
HER (-1.0719342966487231, 'yearinspace')
HER (-1.0570878276475766, 'watching')
HER (-1.0501458413953968, 'signal')
HER (-1.0475488109412647, 'god')
HER (-1.0445387344314669, 'risk_yes few_sixltr')
HER (-1.0433247676930233, 'beautiful sol')
HER (-1.0430561412932013, 'hear')
HER (-1.0360360186449331, 'has_url liftoff')
HER (-1.0338792413803295, 'dinosaurs')
HER (-1.0229446042814831, 'asked')
HER (-1.0147888012115245, 'best')
HER (-0.99576932548289376, 'wait')
HER (-0.99464502179059622, 'non')
HER (-0.99428338911787351, 'einstein')
HER (-0.98926072963702527, 'low_wps has_video')
HER (-0.98890505064623402, 'ago today')
HER (-0.97709970861659901, 'parachute')
HER (-0.96373683279099431, 'affiliation_yes assent_yes')
HER (-0.96102918035054963, 'has_hashtag wheniwasyourage')
HER (-0.96102918035054963, 'wheniwasyourage')
HER (-0.9480798061285578, 'feel_yes many_sixltr')
HER (-0.93552744962755385, 'assent_yes has_photo')
HER (-0.91638913665804522, 'allow')
HER (-0.91446524861016054, 'et')
HER (-0.91168634258349224, 'ligo')
HER (-0.91073969300115776, 'actual')
HER (-0.90845684997656129, '2018')
HER (-0.90581715190283707, 'is_authentic_no many_sixltr')
HER (-0.90472794688807245, 'drill')
HER (-0.90387262211801189, 'angels')
LER (3.7055974262880995, 'high_wps has_url')
LER (3.2379633848141842, 'netspeak_yes has_url')
LER (2.8047872148517974, 'nasa')
LER (2.7933563634829897, 'many_sixltr has_url')
LER (2.6093140998868738, 'astrobiology')
LER (2.3584556355524349, 'nasafuture')
LER (2.1594697968000278, 'astrofunfact')
LER (2.156678495145397, 'few_sixltr has_url')
LER (2.0643223400927826, 'nasatweetup')
LER (2.0440569653696881, 'sdoisgo')
LER (2.0104975161753171, 'has_qmark has_url')
LER (1.9844617069008155, 'niac2012')
LER (1.9841745560982598, 'netspeak_yes')
LER (1.9556138766715132, 'low_wps has_url')
LER (1.9479141598009391, 'shuttle')
LER (1.7762083026551589, 'philaethursday')
LER (1.7060601783845668, 'netspeak_yes assent_yes')
LER (1.5882519935417063, 'has_exclam')
LER (1.5714144547096336, 'ksc')
LER (1.5347078741902993, 'netspeak_yes few_sixltr')
LER (1.5337904547148689, 'famelab')
LER (1.5209871909220964, 'has_exclam has_url')
LER (1.4877586496215698, 'rosetta')
LER (1.4755431848471376, 'chabot')
LER (1.4694900458643261, 'spacex')
LER (1.4118839736030271, 'blueshift')
LER (1.4023777406093612, 'has_qmark')
LER (1.3780492632721086, 'podcast')
LER (1.3705280852250055, 'spirit')
LER (1.3597776527529799, 'nasatech')
LER (1.3480277443154411, 'netspeak_yes has_hashtag')
LER (1.3211389266072127, 'assent_yes')
LER (1.2981765097157911, 'high_wps has_exclam')
LER (1.2926391943559254, 'high_wps has_hashtag')
LER (1.2648451116084145, 'srrbot')
LER (1.2610486302946669, 'constantcontact')
LER (1.1989956431002469, 'contest')
LER (1.1898564958232303, 'endeavour')
LER (1.1897547810678049, 'event')
LER (1.1368294724456345, 'online')
LER (1.1191810043871202, 'has_url')
LER (1.1001368377338225, 'sts')
LER (1.0965433192954606, 'gazarik')
LER (1.0806411757684509, 'talking')
LER (1.0778122103631604, 'spacetweeps')
LER (1.0745196689512386, 'reviewing')
LER (1.0736072318679004, 'lots')
LER (1.0594483579109144, 'jplopen')
LER (1.0590676997619359, 'sts130')
LER (1.0566482041659928, 'thanks')
