HER (-2.5403498390551595, 'has_photo')
HER (-2.1161203351222899, 'has_animated_gif')
HER (-0.064211976358406947, 'has_video')
LER (0.2226667459797049, 'has_url')
LER (0.036433948681110974, 'has_hashtag')
