Educare25,637059536390500356,Fri Aug 28 00:30:04 +0000 2015,977,1229,0,1,Teaching our Japanese exchange students to play cricket is both fun &amp; challenging! #lovemacc #aussieED http://t.co/VElQxnMiM9
StantonAlana,637059359692988417,Fri Aug 28 00:29:21 +0000 2015,43,61,11,0,RT @mythsysizer: 5 Powerful Questions for Students via @misssgtpickles #whatisschool #aussieED #edchat http://t.co/Yx3GYMbzD9
StFinbars,637059223264735232,Fri Aug 28 00:28:49 +0000 2015,226,0,0,1,#stfmaker Ss popping up #makerspace sharing their passion for making with @littleBits #acuedu_p @AboutCS #aussieED http://t.co/dqYorgsMjC
micronmike,637059016036851712,Fri Aug 28 00:28:00 +0000 2015,169,200,11,0,RT @mythsysizer: 5 Powerful Questions for Students via @misssgtpickles #whatisschool #aussieED #edchat http://t.co/Yx3GYMbzD9
readingteachsu,637058174013579264,Fri Aug 28 00:24:39 +0000 2015,1424,1167,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
ReachOutPro,637056270139166720,Fri Aug 28 00:17:05 +0000 2015,2387,519,2,0,What is #wearitpurple day all about? There's a fact sheet for that: http://t.co/GHXpyC0LFF #youthmh #AussieED #ozedchat
MrPratt_PVMS,637053653933645824,Fri Aug 28 00:06:41 +0000 2015,48,64,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
TeachForAU,637053363482460160,Fri Aug 28 00:05:32 +0000 2015,3285,791,0,0,'Stemming the dearth of science in school' - @MelodiePotts talks #STEM in @financialreview - http://t.co/tFLzgF62q7 #aussieed
lefouque,637052967900815360,Fri Aug 28 00:03:58 +0000 2015,1174,875,0,0,It's August 28  2015 at 08:03AM «Le Monde du Fouque» is out! http://t.co/YaufnAetWW --&gt; #aussieED
electroboardedu,637050865916903425,Thu Aug 27 23:55:36 +0000 2015,423,270,3,0,RT @grahamandre: Words to symbols #maths mat http://t.co/Q98n08RbEm #primaryrocks #ukedchat #edchat #aussieED #edchatie #dechatnz http://t.…
LeeDavis975,637050178688667648,Thu Aug 27 23:52:53 +0000 2015,17,52,12,0,"RT @CapoOttawa: ""I am still learning."" Quote by Michelangelo at age 87. #ocsb #growthmindset #nyedchat #AussieEd #learning http://t.co/UnaS…"
cjabracher,637050068097466372,Thu Aug 27 23:52:26 +0000 2015,1614,1799,1,0,RT @grahamandre: #mrmen shape mat http://t.co/QVo1Kzh5oq #primaryrocks #ukedchat #edchat #aussieED #edchatnz #edchatie #africaED http://t.c…
foundationbcps,637049968558231552,Thu Aug 27 23:52:02 +0000 2015,1048,927,1,0,RT @DearTeacherLT: The writing's on the wall for you  #Teacher...awesome job today! #edchat #edbeat #EDcouraged #teachsmall #AussieED http:…
kati_varela,637049699560648704,Thu Aug 27 23:50:58 +0000 2015,467,544,0,0,How to Minimize Digital Classroom Distractions http://t.co/jb8C0tqo8f via @glodigcit #aussieED #ozLANGed
HostBrian,637049310396313604,Thu Aug 27 23:49:26 +0000 2015,2109,2000,1,0,RT @year2tweet: #bookweek fun! We love to read. #aussieED http://t.co/wAVmF5oMky
year2tweet,637049156104646657,Thu Aug 27 23:48:49 +0000 2015,36,41,1,0,#bookweek fun! We love to read. #aussieED http://t.co/wAVmF5oMky
GregBCurran,637048219785109508,Thu Aug 27 23:45:06 +0000 2015,4558,2342,0,0,Invest in You - For You + Your Students &gt; http://t.co/1I0PGrCQoo edchat #tlap #aussieED http://t.co/kunNNhecIM
year2tweet,637047724077121536,Thu Aug 27 23:43:07 +0000 2015,36,41,5,0,RT @HostBrian: Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/…
B4wdfocused,637046871358312449,Thu Aug 27 23:39:44 +0000 2015,27,40,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
MisterMinor,637045444670017536,Thu Aug 27 23:34:04 +0000 2015,6085,2386,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
julesteaches,637045249974603776,Thu Aug 27 23:33:17 +0000 2015,378,465,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
DearTeacherLT,637044921468366849,Thu Aug 27 23:31:59 +0000 2015,919,579,1,2,The writing's on the wall for you  #Teacher...awesome job today! #edchat #edbeat #EDcouraged #teachsmall #AussieED http://t.co/HanlSLvID4
PharmGirlNJ,637043710170112000,Thu Aug 27 23:27:10 +0000 2015,213,905,14,0,RT @ZeinaChalich: 8 Things to Look For in Today’s Classroom via @gcouros @sylviaduckworth http://t.co/ks8oxGyuLM http://t.co/j9AVGJL4X7 #au…
GoogleApptivist,637042135951216640,Thu Aug 27 23:20:55 +0000 2015,1423,309,5,0,RT @HostBrian: Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/…
UrChoicez,637042062580416512,Thu Aug 27 23:20:38 +0000 2015,724,255,0,0,PARENT ALERT: Chlamydia is on the rise in girls as young as 12! #parenting #parents #AussieEd #ozedchat http://t.co/pMMlEKIrgr
MandyBe1l,637040694041948160,Thu Aug 27 23:15:11 +0000 2015,116,116,1,0,RT @1925MP: It supports S's effective questioning+thinking  “@mythsysizer: via @misssgtpickles #whatisschool #aussieED #edchat http://t.co/…
1925MP,637040597006721024,Thu Aug 27 23:14:48 +0000 2015,1144,1133,0,2,“@mythsysizer: 8 Characteristic of the Modern Teacher (that may be debatable...) #aussieED #edchat #whatisschool http://t.co/FGtAg7IPiH”
1925MP,637040131652866048,Thu Aug 27 23:12:57 +0000 2015,1144,1133,1,3,It supports S's effective questioning+thinking  “@mythsysizer: via @misssgtpickles #whatisschool #aussieED #edchat http://t.co/3CZpMqbOOG”
MrMCimino,637039579007094784,Thu Aug 27 23:10:45 +0000 2015,123,329,0,3,Does anyone know of any good apps that show the physical processes of weather interactively? #edchat #aussieED #edtech
2sparkley,637039463512670208,Thu Aug 27 23:10:18 +0000 2015,1352,1370,5,0,RT @HostBrian: Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/…
JlubicLubic,637039195039604737,Thu Aug 27 23:09:14 +0000 2015,37,46,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
kwinsper,637039154174558208,Thu Aug 27 23:09:04 +0000 2015,1498,1726,5,0,RT @HostBrian: Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/…
askMsQ,637038476244811777,Thu Aug 27 23:06:22 +0000 2015,4541,3776,5,0,RT @HostBrian: Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/…
HostBrian,637038314608955392,Thu Aug 27 23:05:44 +0000 2015,2109,2000,5,7,Spelling with #Minecraft. Engage whilst Ss learning words they don't know #aussieED #tlap #asiaed #whatisschool http://t.co/n1kjEG2TWM
dickiewt,637036154496225280,Thu Aug 27 22:57:09 +0000 2015,35,71,2,0,RT @ICTEvangelist: On purposeful use of technology http://t.co/Fqx7Taipas #ukedchat  #aussieED
mesterman,637036003950219264,Thu Aug 27 22:56:33 +0000 2015,7890,7669,0,0,Learning Sparks is ready to read. http://t.co/gFeHhZ7Msu #aussieED Stories via @Edtechworldtour @CharlesAguillon @Motoien
jeremyferrero,637035972799041537,Thu Aug 27 22:56:26 +0000 2015,728,464,12,0,"RT @CapoOttawa: ""I am still learning."" Quote by Michelangelo at age 87. #ocsb #growthmindset #nyedchat #AussieEd #learning http://t.co/UnaS…"
JackieHolman14,637030572045504512,Thu Aug 27 22:34:58 +0000 2015,61,104,2,0,RT @kazzamuzza: Worrying news for Australia's gifted children  http://t.co/8XbLHdlK5g @talkinged19 #aussieED #whatisschool
DJobling,637030348421902336,Thu Aug 27 22:34:05 +0000 2015,8896,9039,6,0,RT @clcsimon: New blog post: My tips for hosting twitter chats &gt;&gt; http://t.co/1xP7iIwNzi #UKEdChat #AussieEd #Nt2T #asiaED #WhatIsSchool #e…
E_R_Saunders,637026036279046144,Thu Aug 27 22:16:57 +0000 2015,191,523,0,2,Recommendations for a dictation app for iPhone? #edchat #edtechchat #edtech #aussieED #ausflipchat
StrathconaBGGS,637022921873985536,Thu Aug 27 22:04:34 +0000 2015,146,248,1,0,RT @kazzamuzza: happening today @concon15 @StrathconaBGGS 140 +students discussing #globaled #aussieED #VisibleLearning @JoshFrydenberg @th…
Katsfriend,637022467874254848,Thu Aug 27 22:02:46 +0000 2015,74,136,1,0,RT @LessonToolbox: #MrMen Mathematical stickers! Via @mrprcollins @luby_lou99 @solvemymaths  #ukedchat #maths #mathchat #aussieed http://t.…
Narralakes,637018219123859456,Thu Aug 27 21:45:53 +0000 2015,448,814,0,2,@Narralakes: http://t.co/W0hs23wUCj nice work @SraSpanglish #langchat #aussieEd #mfltwitterati #voicethread #vt @voicethread
rosiemilo,637014752405901313,Thu Aug 27 21:32:06 +0000 2015,198,321,32,0,RT @LeeAraoz: Be an ENTHUSIAST in LIFE! Lukewarm is No Good! ~ Roald Dahl #aussieED #growthmindset http://t.co/sW1ejrMp02
kazzamuzza,637014107003056128,Thu Aug 27 21:29:32 +0000 2015,123,272,1,1,happening today @concon15 @StrathconaBGGS 140 +students discussing #globaled #aussieED #VisibleLearning @JoshFrydenberg @thegenderagency
ShellyAD63,637013816157409280,Thu Aug 27 21:28:23 +0000 2015,297,668,1,0,RT @sailpip: Conversation starter》https://t.co/rrU6C2BJPI  Sign up to Teachmeet Learning Spaces #tmspaces https://t.co/A49L9Lu3Mw 15 Oct 20…
LisbethM02,637013535839666177,Thu Aug 27 21:27:16 +0000 2015,333,400,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
sailpip,637012438626406400,Thu Aug 27 21:22:55 +0000 2015,1456,1372,1,0,Conversation starter》https://t.co/rrU6C2BJPI  Sign up to Teachmeet Learning Spaces #tmspaces https://t.co/A49L9Lu3Mw 15 Oct 2015  #aussieED
tintinskywalker,637012244656599040,Thu Aug 27 21:22:08 +0000 2015,397,560,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
ShellTerrell,637011530270158848,Thu Aug 27 21:19:18 +0000 2015,64747,15604,4,0,RT @virtuallykaren: New post: Transforming learners' experiences http://t.co/DaT6K5o11H #edchat #aussieED #edchatnz #corebreakfast
grahamandre,637011364788236288,Thu Aug 27 21:18:39 +0000 2015,4424,4231,1,7,#mrmen shape mat http://t.co/QVo1Kzh5oq #primaryrocks #ukedchat #edchat #aussieED #edchatnz #edchatie #africaED http://t.co/zSWt1vVgS5
WatsEd,637010621528190976,Thu Aug 27 21:15:41 +0000 2015,2556,2712,1,0,RT @grahamandre: #maths words to symbols mat http://t.co/Q98n08RbEm #primaryrocks #ukedchat #aussieED #edchat #edchatnz #edchatie http://t.…
grahamandre,637010480113057794,Thu Aug 27 21:15:08 +0000 2015,4424,4231,1,3,#maths words to symbols mat http://t.co/Q98n08RbEm #primaryrocks #ukedchat #aussieED #edchat #edchatnz #edchatie http://t.co/YYfTmjWZrY
SusanRossi5,637009185142497280,Thu Aug 27 21:09:59 +0000 2015,34,73,1,0,RT @CapoOttawa: Inquiry-Based Learning: The Power of Asking the Right Questions- http://t.co/XWt2cbPVR1 #ocsb #learning #Nyedchat #aussieED…
Fphilip99Fox,637008755146686464,Thu Aug 27 21:08:16 +0000 2015,76,171,1,0,RT @BruceFerrington: Patterns That Grow - new post at http://t.co/XQ5lJyJgai #mathematics #patterns #pypchat #ibpyp #Grade2 #aussieED #pstc…
stevewrote,637007924074713088,Thu Aug 27 21:04:58 +0000 2015,105,200,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
jaslane72,637007413103697920,Thu Aug 27 21:02:56 +0000 2015,50,84,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
craigarian,637006478197452800,Thu Aug 27 20:59:14 +0000 2015,182,619,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
KellyKlalonde,637006362937946112,Thu Aug 27 20:58:46 +0000 2015,28,71,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
KellyKlalonde,637006362891915264,Thu Aug 27 20:58:46 +0000 2015,28,71,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
ZoyaBeta,637006358534033408,Thu Aug 27 20:58:45 +0000 2015,175,438,2,0,RT @ICTEvangelist: On purposeful use of technology http://t.co/Fqx7Taipas #ukedchat  #aussieED
EduTweetOz,637006240548175872,Thu Aug 27 20:58:17 +0000 2015,8152,4121,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
nelson_lindy,637006132943323136,Thu Aug 27 20:57:51 +0000 2015,8,25,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
ICTEvangelist,637005792621817856,Thu Aug 27 20:56:30 +0000 2015,28981,1931,2,1,On purposeful use of technology http://t.co/Fqx7Taipas #ukedchat  #aussieED
gtchatmod,637005408691884032,Thu Aug 27 20:54:59 +0000 2015,4613,3247,0,0,Vote in week's #gtchat Poll &gt;&gt;&gt;https://t.co/cuyxCGtUzG Currently tied: Grade Levels/Families! #aussieED #vicpln #gtie http://t.co/6nYY61Zg5L
CapoOttawa,637005375129030657,Thu Aug 27 20:54:51 +0000 2015,4127,3924,1,1,Inquiry-Based Learning: The Power of Asking the Right Questions- http://t.co/XWt2cbPVR1 #ocsb #learning #Nyedchat #aussieED #leadupchat
LessonToolbox,637001524221186048,Thu Aug 27 20:39:32 +0000 2015,13698,7539,1,8,#MrMen Mathematical stickers! Via @mrprcollins @luby_lou99 @solvemymaths  #ukedchat #maths #mathchat #aussieed http://t.co/d1yzLaGRrR
RobertsNiomi,637001279865253888,Thu Aug 27 20:38:34 +0000 2015,1699,1672,3,0,"RT @ChrisWaterworth: Educannon and the #flippedclassroom http://t.co/4JajQAnv3b http://t.co/qrtmgw8ZKx"" #edchat #aussieED #STEM #techchat #…"
sarahboydster,637001276002189312,Thu Aug 27 20:38:33 +0000 2015,76,70,13,0,"RT @willrich45: ""This could change everything about school — for kids  teachers and everybody else"" http://t.co/q801443AiJ Maybe. #edchat #…"
MrPerree,637000142009204736,Thu Aug 27 20:34:03 +0000 2015,415,599,3,0,"RT @ChrisWaterworth: Educannon and the #flippedclassroom http://t.co/4JajQAnv3b http://t.co/qrtmgw8ZKx"" #edchat #aussieED #STEM #techchat #…"
BKoczka,637000031598305280,Thu Aug 27 20:33:37 +0000 2015,119,193,9,0,RT @igniteincite: Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co…
erinsullivan16,636999873657606144,Thu Aug 27 20:32:59 +0000 2015,229,465,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
mrnevillesgirl,636997215161053184,Thu Aug 27 20:22:25 +0000 2015,110,252,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
bookbuddi,636996478813253632,Thu Aug 27 20:19:30 +0000 2015,36,108,0,0,#aussieed be an AlevelMaths expert use http://t.co/go3Yej5UKi  app with talking Equations  its a brain machine. http://t.co/AKUBQFa6ve
bookbuddi,636996415806423040,Thu Aug 27 20:19:15 +0000 2015,36,108,0,0,#aussieed be an AlevelMaths expert use http://t.co/go3Yej5UKi  app with talking Equations  its a brain machine. http://t.co/O5Botplvq5
bookbuddi,636996362761076736,Thu Aug 27 20:19:02 +0000 2015,36,108,0,0,#aussieed be an AlevelMaths expert use http://t.co/go3Yej5UKi  app with talking Equations  its a brain machine. http://t.co/pitOgZ8WVT
middleyears,636996326115282944,Thu Aug 27 20:18:53 +0000 2015,206,331,0,0,Teacher Collaboration: Spreading Best Practices School-Wide #aussieED #edchat http://t.co/10KAsjrcYd
igniteincite,636995948518858752,Thu Aug 27 20:17:23 +0000 2015,1290,1137,9,8,Success is an Iceberg via @sylviaduckworth @nelson_lindy @BKoczka @Annedempsey5 @EduTweetOz #edchat #AussieEd http://t.co/uwjF1V2jDd
Modern_da_Vinci,636995455646363648,Thu Aug 27 20:15:26 +0000 2015,29,72,23,0,RT @grahamandre: A3: why we need to be lifelong learners http://t.co/fK8NVu4eyU #aussieED http://t.co/Xg2X4PIsSi
Teach4SpclNeeds,636993671167090688,Thu Aug 27 20:08:20 +0000 2015,923,430,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
professoredith,636993225165832192,Thu Aug 27 20:06:34 +0000 2015,745,553,1,0,RT @ActionAidTeach: A globally thinking school needs lessons from around the world #ukedchat #AussieED #Teachers http://t.co/gvhsCr6i5d htt…
lumengile,636992189155807232,Thu Aug 27 20:02:27 +0000 2015,380,1296,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
dbalmshistory,636991648694730752,Thu Aug 27 20:00:18 +0000 2015,209,308,13,0,RT @Alex_Corbitt: Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http:/…
ActionAidTeach,636991597427621888,Thu Aug 27 20:00:06 +0000 2015,3584,2418,1,1,A globally thinking school needs lessons from around the world #ukedchat #AussieED #Teachers http://t.co/gvhsCr6i5d http://t.co/I6JM30HiUf
Alex_Corbitt,636986546109960192,Thu Aug 27 19:40:01 +0000 2015,5952,5616,13,23,Read Like A Reader  Read Like A Writer 📚✏️ (by @stevepeha) #edchat #engchat #elearning #pblchat #edtech  #aussieED http://t.co/TdskqLdqkm
mideps,636982540486737921,Thu Aug 27 19:24:06 +0000 2015,629,593,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
MissBConner,636979922737586176,Thu Aug 27 19:13:42 +0000 2015,328,146,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
Bridgemary15,636979614338916352,Thu Aug 27 19:12:29 +0000 2015,24,36,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
tessmaths,636978797720535041,Thu Aug 27 19:09:14 +0000 2015,2850,1546,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
MissFinlay,636978483659456512,Thu Aug 27 19:07:59 +0000 2015,64,103,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
WellsportsPhil,636977832615354368,Thu Aug 27 19:05:24 +0000 2015,390,282,7,0,RT @LessonToolbox: Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edch…
LessonToolbox,636977540666687488,Thu Aug 27 19:04:14 +0000 2015,13698,7539,7,35,Picking up a year 11 class? Boarding pass exit tickets via @FernwoodDT http://t.co/inOl6NLfBF  #ukedchat #aussieED #edchatie #edtech
theworkpad,636974598261637121,Thu Aug 27 18:52:33 +0000 2015,840,527,0,0,@sploder provides an excellent introduction to #coding @Suncoast_CC #aussieED #recordEDU http://t.co/byXbhJ7Y8u
mj_bromley,636972960130142208,Thu Aug 27 18:46:02 +0000 2015,1894,87,0,0,Can cognitive science improve our teaching? http://t.co/Aeaj9t61gT #edchat #ukedchat #edchatNZ #aussieED
bromleyed,636972959605870592,Thu Aug 27 18:46:02 +0000 2015,856,648,0,0,Can cognitive science improve our teaching? http://t.co/9uc5TUNofw #edchat #ukedchat #edchatNZ #aussieED
DWSWMAT,636972170388897792,Thu Aug 27 18:42:54 +0000 2015,13,27,97,0,RT @TeacherToolkit: A framework that TAs can use for more effective questioning via @EducEndowFoundn #ukedchat #edchat #AussieEd http://t.c…
LouiseSimpson58,636972156002377728,Thu Aug 27 18:42:51 +0000 2015,48,158,20,0,RT @ICTEvangelist: An introduction to using Twitter as a teacher http://t.co/BA0fiFMlX7 #ukedchat  #aussieED
Kingztar1,636961854946828288,Thu Aug 27 18:01:55 +0000 2015,587,890,2,0,RT @MathFlashcards: Cognition Education on Twitter http://t.co/AE0Z54FuDf #edcamp #teachmeet #edchatNZ #aussieED http://t.co/Q30ZsWQTLR
darekjaronczyk,636959364713066496,Thu Aug 27 17:52:01 +0000 2015,48,116,12,0,"RT @CapoOttawa: ""I am still learning."" Quote by Michelangelo at age 87. #ocsb #growthmindset #nyedchat #AussieEd #learning http://t.co/UnaS…"
egmathews,636950579063820288,Thu Aug 27 17:17:06 +0000 2015,963,1001,16,0,RT @ShiftParadigm: #1135 A student never forgets an encouraging private word... William Lyon Phelps  #k12artchat #edchat #aussieEd http://t…
LindseyOwn,636946969219371008,Thu Aug 27 17:02:46 +0000 2015,2592,1850,0,1,Learn and grow w us  innovative #aussieED #edchatnz #wellyed #saskedchat #abed #bcedchat #ukedchat #intled teachers!  http://t.co/JLijQ5774B
NoApp4Pedagogy,636943217439678465,Thu Aug 27 16:47:51 +0000 2015,5124,2121,23,0,"RT @willrich45: ""Why Lego's CEO Thinks More Grown-Ups Should Play At Work"" http://t.co/CQ7yU5OiLk School too. #edchat #aussieEd #satchat"
Kimberleigh_D,636941511024766976,Thu Aug 27 16:41:04 +0000 2015,478,706,23,0,"RT @willrich45: ""Why Lego's CEO Thinks More Grown-Ups Should Play At Work"" http://t.co/CQ7yU5OiLk School too. #edchat #aussieEd #satchat"
LondonCentralSS,636941347589484544,Thu Aug 27 16:40:25 +0000 2015,288,277,23,0,"RT @willrich45: ""Why Lego's CEO Thinks More Grown-Ups Should Play At Work"" http://t.co/CQ7yU5OiLk School too. #edchat #aussieEd #satchat"
81hanns,636940085724770308,Thu Aug 27 16:35:24 +0000 2015,5,9,39,0,RT @mrscnewton: Most learners won't watch videos that are longer than 4 minutes: https://t.co/q4t4IqB9rl #cpchat #edtech #aussieED http://t…
TeachingTricks,636937772528500736,Thu Aug 27 16:26:13 +0000 2015,6900,2541,3,0,RT @grahamandre: Words to symbols #maths mat http://t.co/Q98n08RbEm #primaryrocks #ukedchat #edchat #aussieED #edchatie #dechatnz http://t.…
stress_freeuk,636929298469924864,Thu Aug 27 15:52:32 +0000 2015,2008,2003,7,0,RT @LessonToolbox: Nominate your favourite educators on Twitter via @ukedchat http://t.co/WtkeLv2uMb  #ukedchat #aussieED #sunchat http://t…
grahamandre,636927629526966272,Thu Aug 27 15:45:55 +0000 2015,4424,4231,0,1,#MrMen 2D shape mat http://t.co/QVo1Kzh5oq #primaryrocks #ukedchat #aussieED #edchatnz #edchatie #edchat #africaED http://t.co/y0Wv3ETVhv
JustinBokor,636927549638094848,Thu Aug 27 15:45:36 +0000 2015,427,458,0,4,#Edtech - great stuff  but how do you introduce it into your #classroom? Good run-down: http://t.co/zPLgnUpgjt #edchat #edtechchat #aussieED
robert_whitmell,636924565638266880,Thu Aug 27 15:33:44 +0000 2015,79,148,2,0,RT @GeniusHourFair: Registration is open for the 2nd #GeniusHour Fair http://t.co/BaCD4Mraaw #aussieed #vicpln  #edchatnz #ukedchat http://…
NaimiRoaYusti,636924327150153728,Thu Aug 27 15:32:47 +0000 2015,1224,1342,9,0,RT @LessonToolbox: The Top-10 Education Blogs in the UK 2015  http://t.co/yfW5GCMbXh via @TeacherToolkit  #ukedchat #aussieED http://t.co/L…
