mgraffin,637079314031251457,Fri Aug 28 01:48:39 +0000 2015,3794,1380,0,0,Beginning to regret ordering #makeredau resources through http://t.co/GmX3U9BXXX .. Poor communication so far. anyone else had issues?
mgc_cs,637070602000539648,Fri Aug 28 01:14:02 +0000 2015,8,9,1,0,RT @StFinbars: #stfmaker explaining how we learnt in #makerspace #makerEDau #aussieED http://t.co/FLPA6vNT6z
StFinbars,637063034276442112,Fri Aug 28 00:43:58 +0000 2015,226,0,1,1,#stfmaker explaining how we learnt in #makerspace #makerEDau #aussieED http://t.co/FLPA6vNT6z
dloitz,636963472148819968,Thu Aug 27 18:08:20 +0000 2015,1233,1992,1,0,RT @MakerEDau: Some #claymation inspiration from 4th graders! What will your Ss make? #makerEDau  https://t.co/30Deqixkap
mdnightmaverick,636938995382005760,Thu Aug 27 16:31:04 +0000 2015,973,728,1,0,RT @Kdmiller4: MT @MakerEDau Pizza Box is mini-green screen. Teachers spray painted with Rust-oleum Works great! http://t.co/ANTJRlq08q #ma…
Kdmiller4,636932564285005824,Thu Aug 27 16:05:31 +0000 2015,3527,3462,1,0,MT @MakerEDau Pizza Box is mini-green screen. Teachers spray painted with Rust-oleum Works great! http://t.co/ANTJRlq08q #makerEDau #doink
sgibbs74,636904476230578176,Thu Aug 27 14:13:54 +0000 2015,121,113,1,0,RT @mummydom79: S chose to research and make a #maoripoi today. I want one! #makerEDau #geniushour #edchat #edchatnz  #maori #create http:/…
ShaneAbell,636888654829391872,Thu Aug 27 13:11:02 +0000 2015,577,942,0,0,@harkinworld sorry mate forgot the link: https://t.co/Np3ebFBb7N
ShaneAbell,636888469806059520,Thu Aug 27 13:10:18 +0000 2015,577,942,0,0,@harkinworld link to storify from #makeymakey chat on Sunday night #makerEDau
JKerrins,636858514753777664,Thu Aug 27 11:11:16 +0000 2015,306,328,1,0,RT @MakerEDau: Book Week Fun using Greenscreen by #doink @doinktweets http://t.co/m0EdoPT4BK via @rolfek #makerEDau
MakerEDau,636858007591088128,Thu Aug 27 11:09:15 +0000 2015,595,846,0,3,Record animations in Explain Everything https://t.co/Cl9zCNIQuX http://t.co/R8awGWWndX via @iPadTeachers #makerEDau
MakerEDau,636857525569130497,Thu Aug 27 11:07:20 +0000 2015,595,846,0,1,@DoInkTweets Pizza Box is mini-green screen. Teachers spray painted with Rust-oleum Works great! http://t.co/UlOWfDhnys #makerEDau
MakerEDau,636857209746403328,Thu Aug 27 11:06:05 +0000 2015,595,846,1,3,Book Week Fun using Greenscreen by #doink @doinktweets http://t.co/m0EdoPT4BK via @rolfek #makerEDau
MakerEDau,636856799803473920,Thu Aug 27 11:04:27 +0000 2015,595,846,1,3,Some #claymation inspiration from 4th graders! What will your Ss make? #makerEDau  https://t.co/30Deqixkap
MakerEDau,636856262357970944,Thu Aug 27 11:02:19 +0000 2015,595,846,0,0,Watch John Carpenter's The Thing recreated in the claymation world of Pingu: https://t.co/D2TaCPfDgZ via christianbok #makerEDau
MakerEDau,636855936695406592,Thu Aug 27 11:01:02 +0000 2015,595,846,0,0,Join #makerEDau SUN 8pm AEST just before #aussieED share ideas/resources on STORYTELLING #makerED #sunchat  #ukedchat http://t.co/DJeLGPskab
MakerEDau,636855786698702848,Thu Aug 27 11:00:26 +0000 2015,595,846,1,0,RT @zaanacooper: Today I shared cubelet's video and the higher powers ordered them and an mbot for me to play @MakerEDau @TheJoyLabz   #sos…
MakerEDau,636855688950484992,Thu Aug 27 11:00:03 +0000 2015,595,846,1,0,RT @zaanacooper: What TOOLS are essential/preferable for maker space? where to get them?@makeredau @MissesArtech @TheJoyLabz #budgetmission…
MakerEDau,636855667588927488,Thu Aug 27 10:59:58 +0000 2015,595,846,1,0,RT @TRBurroughs: @3Homes1Family  follow @MakerEDau for lots of great STEM and Maker ideas
MakerEDau,636855511397236736,Thu Aug 27 10:59:20 +0000 2015,595,846,1,0,RT @MindKits: @zaanacooper @MakerEDau @TheJoyLabz oh superb! You're going to have a ball with it. Don't forget the instruction book link on…
MakerEDau,636855502706597889,Thu Aug 27 10:59:18 +0000 2015,595,846,2,0,RT @zaanacooper: Things just got serious.#seeyouattheotherend @MindKits @MakerEDau @TheJoyLabz http://t.co/BGWvwrLvIy
jackie_child,636853304958386176,Thu Aug 27 10:50:34 +0000 2015,299,280,1,0,RT @ZeinaChalich: Gr8 book to inspire use of @chibitronics in artworks esp Van Gogh @jackie_child @paulinequealy #makerEDau #aussieED http:…
ZeinaChalich,636853017577320449,Thu Aug 27 10:49:26 +0000 2015,5315,3891,1,2,Gr8 book to inspire use of @chibitronics in artworks esp Van Gogh @jackie_child @paulinequealy #makerEDau #aussieED http://t.co/NEWApPepi1
mummydom79,636816898705899520,Thu Aug 27 08:25:54 +0000 2015,405,369,1,3,S chose to research and make a #maoripoi today. I want one! #makerEDau #geniushour #edchat #edchatnz  #maori #create http://t.co/ju89dPV78Z
renee_mcg,636800291610869760,Thu Aug 27 07:19:55 +0000 2015,19,21,6,0,RT @MissesArtech: Awesome morning w @rochelle_spicer &amp; Y5/6. Math vs Tech mash up: build a game to teach finding fractions #makerEDau http:…
MindKits,636753006730440704,Thu Aug 27 04:12:01 +0000 2015,2206,1798,1,1,@zaanacooper @MakerEDau @TheJoyLabz oh superb! You're going to have a ball with it. Don't forget the instruction book link on MindKits
MindKits,636752743521087488,Thu Aug 27 04:10:59 +0000 2015,2206,1798,2,0,RT @zaanacooper: Things just got serious.#seeyouattheotherend @MindKits @MakerEDau @TheJoyLabz http://t.co/BGWvwrLvIy
zaanacooper,636748631744245760,Thu Aug 27 03:54:38 +0000 2015,137,235,2,3,Things just got serious.#seeyouattheotherend @MindKits @MakerEDau @TheJoyLabz http://t.co/BGWvwrLvIy
kathy15george,636515647065686016,Wed Aug 26 12:28:50 +0000 2015,38,120,2,0,RT @StFinbars: #stfmaker composing music using #makeymakey #cardboard &amp; foil #makerEDau #SYDTnL 🎵🎶🎹 #aussieED #makerspace http://t.co/42SYY…
MontessoriReads,636483792476049408,Wed Aug 26 10:22:16 +0000 2015,29,126,3,0,RT @MakerEDau: Top 10 Digital Storytelling Apps for Elementary Students | Tech Learning via @Awesomein3rd http://t.co/z0MHeIWkbD #makerEDau…
jeannettix,636480585330851841,Wed Aug 26 10:09:31 +0000 2015,32,103,6,0,RT @1001011k: Wire + #cardboard #makeymakey game.  Avoid completing the circuit (based on ‘shock’ game) #makerEdau #makered http://t.co/wZj…
nic_constable,636478901275914240,Wed Aug 26 10:02:49 +0000 2015,34,79,3,0,RT @MakerEDau: Top 10 Digital Storytelling Apps for Elementary Students | Tech Learning via @Awesomein3rd http://t.co/z0MHeIWkbD #makerEDau…
