sue936,635638246412652544,Mon Aug 24 02:22:22 +0000 2015,104,66,2,0,RT @sailpip: Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcsch…
CodeClubAus,635616607113494528,Mon Aug 24 00:56:22 +0000 2015,1403,1214,3,0,RT @cserAdelaide: We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC…
cserAdelaide,635611193860689921,Mon Aug 24 00:34:52 +0000 2015,801,1182,3,1,We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC5G #ozcschat #STEM
g3moStone,635594060846141440,Sun Aug 23 23:26:47 +0000 2015,552,830,0,2,@sailpip No but I wish there was one! Currently marking mine. Seems a shame they don't get the exposure of the other TAS subjects. #ozcschat
danhaesler,635582026024796160,Sun Aug 23 22:38:58 +0000 2015,12470,553,2,0,RT @sailpip: Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcsch…
sailpip,635564506542817280,Sun Aug 23 21:29:21 +0000 2015,1456,1372,1,0,RT @draketeach: http://t.co/c75LNXNgus yikes... #ozcschat
draketeach,635561900462346240,Sun Aug 23 21:18:59 +0000 2015,802,646,1,0,http://t.co/c75LNXNgus yikes... #ozcschat
draketeach,635559648486031360,Sun Aug 23 21:10:02 +0000 2015,802,646,0,1,@sailpip @LeanneCameron @sue936 @g3moStone @nabiddle I'd be interested... #ictensw #ozcschat
sailpip,635558843724886016,Sun Aug 23 21:06:51 +0000 2015,1456,1372,2,3,Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcschat
sailpip,635557417778974721,Sun Aug 23 21:01:11 +0000 2015,1456,1372,0,0,Meta data shows so much about your life http://t.co/WeMxuoe7nG #ozcschat #aussieED
borislavtyulib1,635471342440157184,Sun Aug 23 15:19:09 +0000 2015,112,1147,0,0,A3. Primary school kids reaaaally love #makeymakey #ozcschat http://t.co/AJxwkc5hRR
ramblingteacher,635432574538485760,Sun Aug 23 12:45:06 +0000 2015,500,260,0,0,If your school is offering #VCEAlgorithmics  this may interest you: Never give up  keep trying http://t.co/1FJKSpDO8Z #ozcschat #vicpln
ICTENSW,635383002424549376,Sun Aug 23 09:28:07 +0000 2015,575,218,0,0,#ICTENSW Digest is out! http://t.co/AdOT37Auev #edtech #ozcschat http://t.co/4mlg6Fq7RH
loretakocovska,635361771570659328,Sun Aug 23 08:03:45 +0000 2015,679,802,3,0,RT @nabiddle: Computing at YHS - a selection of clips of @YassHighSchool students #ozcschat #STEM #robotics #AussieED https://t.co/PoSFfH1D…
scottturneruon,635305325139206144,Sun Aug 23 04:19:27 +0000 2015,471,361,1,0,RT @Refthinking: Full post: http://t.co/IpcqkhIAgt  #computing #digitaledchat #ozcschat #ukedchat #aussieED http://t.co/KEGDby1yMJ
Refthinking,635291380659523584,Sun Aug 23 03:24:02 +0000 2015,1786,1596,1,0,Full post: http://t.co/IpcqkhIAgt  #computing #digitaledchat #ozcschat #ukedchat #aussieED http://t.co/KEGDby1yMJ
ICTENSW,635020610024943620,Sat Aug 22 09:28:06 +0000 2015,575,218,0,0,#ICTENSW Digest is out! http://t.co/dBJqDzzEzQ #edtech #ozcschat http://t.co/4mlg6Fq7RH
YassHighSchool,635011077256810496,Sat Aug 22 08:50:13 +0000 2015,468,39,3,0,RT @nabiddle: Computing at YHS - a selection of clips of @YassHighSchool students #ozcschat #STEM #robotics #AussieED https://t.co/PoSFfH1D…
YassHighTech,635010511646519297,Sat Aug 22 08:47:58 +0000 2015,53,27,3,0,RT @nabiddle: Computing at YHS - a selection of clips of @YassHighSchool students #ozcschat #STEM #robotics #AussieED https://t.co/PoSFfH1D…
nabiddle,634983524836093953,Sat Aug 22 07:00:44 +0000 2015,837,633,3,2,Computing at YHS - a selection of clips of @YassHighSchool students #ozcschat #STEM #robotics #AussieED https://t.co/PoSFfH1DYe @ictensw
ICTENSW,634658211610656768,Fri Aug 21 09:28:03 +0000 2015,575,218,0,0,#ICTENSW Digest is out! http://t.co/ACax9kpc4z #edtech #ozcschat http://t.co/4mlg6Fq7RH
g3moStone,634580238639300609,Fri Aug 21 04:18:13 +0000 2015,552,830,0,0,Yay Word has crashed while I'm typing up my HSC Multimedia assessment schedule... #ozcschat
Lambournelearn,634498391955931136,Thu Aug 20 22:52:59 +0000 2015,448,625,3,0,RT @code_future: #CodetheFuture at Clifton Hill Primary School https://t.co/XcaUWUoHns @Lambournelearn #coding #kidscancode #csed #ozcschat…
code_future,634491313690443776,Thu Aug 20 22:24:52 +0000 2015,523,363,3,2,#CodetheFuture at Clifton Hill Primary School https://t.co/XcaUWUoHns @Lambournelearn #coding #kidscancode #csed #ozcschat @BitsboxKids
ICTENSW,634295884973539328,Thu Aug 20 09:28:18 +0000 2015,575,218,0,0,#ICTENSW Digest is out! http://t.co/jDxMXzMphN #edtech #ozcschat http://t.co/4mlg6Fq7RH
