HER,has_photo,6461,238
HER,has_hashtag,4848,2212
HER,has_url,7509,6667
HER,netspeak_yes,7624,7080
HER,see_yes,3755,2343
LER,many_sixltr,1895,2802
HER,has_animated_gif,229,0
LER,is_authentic_yes,1912,2633
LER,is_clout_yes,1673,2717
LER,is_analytic_yes,3154,3307
LER,has_exclam,1632,1998
LER,is_analytic_no,1994,2032
LER,low_wps,2252,2277
LER,affiliation_yes,1794,2254
LER,power_yes,1843,2270
LER,posemo_yes,2512,2854
LER,insight_yes,1624,1714
HER,high_wps,2305,1786
HER,has_video,239,85
LER,achieve_yes,1385,1818
HER,few_sixltr,2284,1935
LER,is_tone_yes,2000,2511
HER,is_authentic_no,2241,1961
LER,cause_yes,1308,1669
HER,differ_yes,1185,937
LER,reward_yes,1113,1640
HER,tentat_yes,1247,1231
HER,certain_yes,939,676
HER,is_clout_no,1090,796
LER,has_qmark,583,1006
LER,assent_yes,304,769
HER,discrep_yes,680,673
HER,feel_yes,507,506
LER,hear_yes,418,593
HER,is_tone_no,547,533
HER,negemo_yes,782,739
LER,risk_yes,276,333
LER,sad_yes,216,236
HER,anger_yes,202,170
HER,nonflu_yes,132,91
HER,anx_yes,114,109
HER,swear_yes,50,41
HER,filler_yes,24,14
