user,created_time,tweet_id,user_follcount,user_following,retweet,favourite,has_media,message
astrrobiology,Wed Mar 16 01:09:52 +0000 2016,709909516872077312,5304,3747,1,0,has_no_media,Top astrobiology articles from last 48 hrs https://t.co/S2QX1owwAX
SETItalks,Wed Mar 16 01:00:34 +0000 2016,709907173430706176,1182,168,7,15,has_no_media,Fresh #setitalks: @DrFunkySpoon on Athropocene Epoch in #Evolution https://t.co/ylf1ZDmm9m #lpsc2016 #astrobiology https://t.co/H6JDWQjKS9
astrrobiology,Wed Mar 16 00:28:21 +0000 2016,709899067724201984,5304,3747,0,0,has_no_media,NASA Tests Solar Sail Deployment for Asteroid-Surveying CubeSat NEA Scout https://t.co/nV5Rq6GTar https://t.co/rKNvxWpqlY
RahshawnC,Wed Mar 16 00:10:01 +0000 2016,709894455113998336,356,423,1,1,has_no_media,Test In Astrobiology tomorrow I will be taking that L like a champ too &amp; pray for better days also🙏🏾 https://t.co/bM3YoyW6Dx
AstrobiologyTop,Tue Mar 15 23:03:58 +0000 2016,709877829081505792,285,2430,0,0,has_no_media,Follow the top Astrobiology stories for Mar 15 on our topical page: https://t.co/SbjEaZyVFY
SETItalks,Tue Mar 15 21:04:16 +0000 2016,709847708459253760,1182,168,0,0,has_no_media,From #setitalks: Mike Russell of @JPL on #originoflife https://t.co/OhB0vSpne1 #astrobiology @AstrobiologyNAI https://t.co/okeS2dd7Fu
CaryNeeper,Tue Mar 15 20:52:26 +0000 2016,709844728481644544,1427,2025,0,0,has_no_media,Who's Out There - Tectonic Plates? https://t.co/vlDjrUQ8Rp via @astronautdotcom  Keeping watch on developments in astrobiology--CN
astrrobiology,Tue Mar 15 20:39:32 +0000 2016,709841481738035200,5304,3747,0,0,has_no_media,Engineering Model of ESA’s International Berthing and Docking Mechanism https://t.co/Y94yfb4aNq https://t.co/oXlvGyzb0Y
Jose_Antonio_G,Tue Mar 15 19:11:27 +0000 2016,709819314996711425,577,1975,0,0,has_no_media,ASTROBIOLOGY / WHY ARE YOU LOOKING FOR LIFE ON MARS? The Red Planet is dry and cold but the presence of liquid water https://t.co/CeGdZQ7iFG
AstrobiologyTop,Tue Mar 15 18:19:35 +0000 2016,709806262863564800,285,2430,0,0,has_no_media,Chandler Science Café @ TechShop  “Astrobiology ” March 16  2016 https://t.co/5IhF2oqaEM via @ScienceArizona
astrrobiology,Tue Mar 15 18:09:48 +0000 2016,709803803579539456,5304,3747,1,1,has_no_media,Top astrobiology articles from last week https://t.co/dzR4ms7RJl
astrrobiology,Tue Mar 15 17:44:28 +0000 2016,709797427520217088,5304,3747,0,0,has_no_media,NASA Television to Air Women’s History Month STEM Event at Goddard https://t.co/ENPYxYAwd6 https://t.co/R9WOfYpT9Y
MAN_I_wishh,Tue Mar 15 16:41:15 +0000 2016,709781517598400512,441,947,0,1,has_no_media,Astrobiology and geochemistry be having me ready to risk it all
astrrobiology,Tue Mar 15 16:39:13 +0000 2016,709781006987825153,5304,3747,0,0,has_no_media,Conversations by top astrobiology influencers in the last week https://t.co/1IQUMN0xni
astrrobiology,Tue Mar 15 14:50:53 +0000 2016,709753743114264577,5304,3747,0,0,has_no_media,Pluto's Snakeskin Terrain https://t.co/vQjpwGRhRl https://t.co/V4OLsV90Dc
SirZilch,Tue Mar 15 14:43:52 +0000 2016,709751974896410624,192,355,0,0,has_no_media,#Astrobiology 101 - With our kinda biology/life in mind  the environment determines the need  and the need determines the identity/actions.
astrrobiology,Tue Mar 15 14:40:13 +0000 2016,709751057971150848,5304,3747,0,0,has_no_media,Top astrobiology influencers one should follow https://t.co/FbFVm88CUu
LesNewhall,Tue Mar 15 14:31:48 +0000 2016,709748939831054337,132,393,0,0,has_no_media,Speaking now @ASTRON_LOFAR @astron @broeck_chris. ..  https://t.co/aCUdCClvrV
nccomfort,Tue Mar 15 14:30:49 +0000 2016,709748692450975744,1818,826,3,1,has_no_media,Come participate in a collective #oralhistory on the origin of life! 3/17  2-4  @librarycongress #astrobiology #RNA https://t.co/GBIiqo4Z7I
markhilverda,Tue Mar 15 14:06:50 +0000 2016,709742656289689600,1208,993,28,43,has_no_media,Interview with NASA Chief Scientist @EllenStofan. Geology  NASA  astrobiology &amp; more. https://t.co/Nsw9XJU2ZH https://t.co/S3ApNF5Zv9
astrrobiology,Tue Mar 15 12:08:04 +0000 2016,709712766521647104,5304,3747,0,0,has_no_media,NASA International Space Station On-Orbit Status 11 March 2016 https://t.co/ICq0Xy0lz3 https://t.co/7zmqiCarkq
RaymondEnisuoh,Tue Mar 15 11:13:20 +0000 2016,709698995510251521,115,68,0,0,has_no_media,New Biology See: https://t.co/EjWUlzYgam … … … … … … … … … … … … … … … … … … … … … … … … … -MrsIGEnisuoh-
Markystewart,Tue Mar 15 10:58:44 +0000 2016,709695322080079872,267,598,0,0,has_no_media,The Markystewart Daily is out! https://t.co/pbaNMMIMfy Stories via @astrobiology @denyreligion @Vivacity_Museum
astrrobiology,Tue Mar 15 09:05:03 +0000 2016,709666709053906945,5304,3747,0,0,has_no_media,SES  ESA and OHB Kick Off Development of All https://t.co/eohUzYr8rn https://t.co/eD2lWNQ3qr
meertext,Tue Mar 15 08:57:49 +0000 2016,709664891959906304,157,121,0,2,has_no_media,#ExoMars: Jorge Vago was one of the highlights of the ExoMars-Event - astrobiology and astrogeology are so exciting! https://t.co/urzZQOTAms
RobertCattrysse,Tue Mar 15 07:39:21 +0000 2016,709645143486373889,880,1360,2,0,has_no_media,Photos: Europe's #ExoMars Missions to #Mars in Pictures https://t.co/lYBB98ZnaU via @sharethis #astronomy 🔭 ♂ #astrobiology #space
RobertCattrysse,Tue Mar 15 07:36:55 +0000 2016,709644531965292544,880,1360,0,0,has_no_media,Liftoff! European Mission to #Mars Launches to Seek Signs of Life https://t.co/23YulFlQij #astronomy 🔭 ♂ #astrobiology #ExoMars
RobertCattrysse,Tue Mar 15 06:40:45 +0000 2016,709630394887446528,880,1360,0,0,has_no_media,#ExoMars spacecraft sets off in search of alien life https://t.co/Qt6PXJEsNa #astronomy 🔭 #Mars ♂ #astrobiology #Marsexploration
RobertCattrysse,Tue Mar 15 06:38:20 +0000 2016,709629787116081152,880,1360,0,0,has_no_media,#ExoMars Spacecraft Launches to Red Planet Searching for Signs of Life https://t.co/eTA2OfjkX7 #astronomy 🔭 #Mars ♂ #astrobiology
RobertCattrysse,Tue Mar 15 06:33:35 +0000 2016,709628591705759744,880,1360,0,0,has_no_media,#ExoMars Phones Home En Route to Red Planet: 'We Have a Mission' https://t.co/wDEjtiozjg via @YahooNews #astronomy 🔭 #Mars ♂ #astrobiology
AstrobiologyTop,Tue Mar 15 06:16:45 +0000 2016,709624357807501312,285,2430,1,1,has_no_media,Thora Halstead  Space Biologist - Astrobiology https://t.co/K6F4Hm9ErS via @astrobiology
astrrobiology,Tue Mar 15 06:15:28 +0000 2016,709624035588448256,5304,3747,0,0,has_no_media,Joint USAF/NOAA Solar Geophysical Activity Report and Forecast 14 March 2016 https://t.co/KKIzQa6hzl https://t.co/tBa3XPvxuP
astrobiology,Tue Mar 15 06:03:07 +0000 2016,709620925801619456,15333,97,2,0,has_no_media,Thora Halstead  Space Biologist https://t.co/gkCcNwygeB
astrobiology,Tue Mar 15 05:57:51 +0000 2016,709619599935873024,15333,97,3,9,has_video,The Breakthrough Initiative - Listen and Megastructures at KIC 8463 - Andrew Siemion https://t.co/Pz6NKjlIUe
RobertCattrysse,Tue Mar 15 05:46:13 +0000 2016,709616671800082432,880,1360,0,1,has_no_media,Europe  Russia launch probe to Mars https://t.co/Xf3sTjlSuT #astronomy 🔭 #Mars ♂ #astrobiology #ExoMars #TGO #Marsexploration
Biologyviews,Tue Mar 15 05:24:05 +0000 2016,709611104553422848,4758,6328,0,0,has_no_media,Thora Halstead  Space Biologist - Astrobiology News (press release) https://t.co/ss8eNis1tI
mallory10134,Tue Mar 15 03:58:31 +0000 2016,709589569243631617,1146,758,0,0,has_no_media,I always want to talk about what I learn in astrobiology to my friends but they don't care 😪🙃
RobertCattrysse,Tue Mar 15 03:23:15 +0000 2016,709580693861507072,880,1360,0,0,has_no_media,Europe Russia launch probe to Mars https://t.co/Xf3sTjlSuT #astronomy🔭 #astrobiology #Mars♂ #TGO #Schiaparelli #Marsexploration #lifeonMars
RobertCattrysse,Tue Mar 15 03:18:15 +0000 2016,709579435155070977,880,1360,0,1,has_no_media,European Russian space agencies launch mission to Mars♂ https://t.co/ufPjCqW7qm #astronomy #astrobiology #TGO #Schiaparelli #Marsexploration
thefattybanger,Tue Mar 15 01:13:24 +0000 2016,709548017888710657,597,189,0,0,has_no_media,Astrobiology is hot
astrrobiology,Tue Mar 15 01:09:50 +0000 2016,709547118835335168,5304,3747,0,0,has_no_media,Top astrobiology articles from last 48 hrs https://t.co/S2QX1owwAX
astrrobiology,Tue Mar 15 00:28:29 +0000 2016,709536714352500736,5304,3747,1,0,has_no_media,Western University planetary scientist heads back to Mars with European space probe https://t.co/RuOHPxef0X https://t.co/42GKXR1MgL
sanjoymarcel,Mon Mar 14 23:42:31 +0000 2016,709525145740812288,219,71,2,5,has_no_media,@betulland rocking it as usual #stem #astrobiology #EvolutionaryBiology - @saganorg  https://t.co/nzTB1YaHXB
AstrobiologyTop,Mon Mar 14 23:03:19 +0000 2016,709515279663890432,285,2430,0,0,has_no_media,Follow the top Astrobiology stories for Mar 14 on our topical page: https://t.co/SbjEaZyVFY
ScienceArizona,Mon Mar 14 22:36:54 +0000 2016,709508633130696704,250,256,2,1,has_no_media,Chandler Science Café @ TechShop  “Astrobiology ” March 16  2016 https://t.co/DMhxu4MxOL https://t.co/J9CfNCV2Az
Emils72,Mon Mar 14 21:53:06 +0000 2016,709497610046803969,83476,83375,3,1,has_no_media,#spaceflight #astrobiology The ExoMars Launch Was a Resounding Success https://t.co/Myj43KzhHf @gizmodo #news
nandito94,Mon Mar 14 20:59:27 +0000 2016,709484106883551232,1283,5000,0,0,has_video,National Geographic | Astrobiology &amp; Space Travel - Documentary 2016 HD ... https://t.co/d0FeLodb0V via @YouTube
astrrobiology,Mon Mar 14 20:49:48 +0000 2016,709481680696770560,5304,3747,1,0,has_no_media,Europe's ExoMars Mission to Mars Launches https://t.co/CROENM7Ogr https://t.co/JlvraRc8de
cio_ebooks,Mon Mar 14 20:40:07 +0000 2016,709479244171239424,3028,3387,0,0,has_no_media,@eezypeezy Case Study Hints at Spontaneous Appearance of Primordial DNA - Astrobiology via
mycro_cosm,Mon Mar 14 20:24:39 +0000 2016,709475349516648448,49,71,0,1,has_no_media,#Astrobiology pic of the week is out https://t.co/ETlJHUcvyD  | Microbial Mat-Induced Sedimentary Surface Relief
marapinastories,Mon Mar 14 20:23:50 +0000 2016,709475142913503233,765,764,0,0,has_no_media,Microbial Mats Offer Clues To Life on Early Earth - Astrobiology Magazine https://t.co/dUjPEECmpw #science #space #earlylife
astrrobiology,Mon Mar 14 19:40:26 +0000 2016,709464221730283521,5304,3747,0,0,has_no_media,This Week at NASA: Budget Talk  Ceres  STEM and more https://t.co/fXUpGH56as https://t.co/kEPMwkCBZQ
DigMyOwnGrave91,Mon Mar 14 19:38:41 +0000 2016,709463782137921537,667,1389,1,2,has_no_media,My brain has been on overload mode ever since we watched that infinity explanation video in astrobiology.
astrrobiology,Mon Mar 14 19:05:06 +0000 2016,709455332485914624,5304,3747,0,0,has_no_media,Top astrobiology articles from last week https://t.co/dzR4ms7RJl
dreamyscientist,Mon Mar 14 18:56:58 +0000 2016,709453284897992708,472,651,0,0,has_no_media,#Astrobiology pic of the week is out https://t.co/rbFEKwbqNu | Microbial Mat-Induced Sedimentary Surface Relief
saganorg,Mon Mar 14 18:56:53 +0000 2016,709453262508793856,1016,310,0,0,has_no_media,#Astrobiology pic of the week is out https://t.co/BfgHccJJ5N | Microbial Mat-Induced Sedimentary Surface Relief
janita_lima,Mon Mar 14 18:18:40 +0000 2016,709443645053784065,605,606,0,0,has_no_media,What's in the sample? What's in the sample? #XRPD #x-ray #powderdiffraction #astrobiology #CAB… https://t.co/l1oS307pfj
mdrs_crew156,Mon Mar 14 17:46:44 +0000 2016,709435610914639872,24,70,0,0,has_no_media,Bacteria colony grows on a culture media from soil samples collected on Sol4 #Mars #MDRS #Astrobiology #火星 #宇宙生物学 https://t.co/jvnPiVNX3G
mallory10134,Mon Mar 14 17:33:19 +0000 2016,709432232012861440,1146,758,0,0,has_no_media,I wish astrobiology lasted longer than just a little over an hour 😪
CCS_PhizLab,Mon Mar 14 17:32:04 +0000 2016,709431919264579584,232,201,3,3,has_no_media,Astrobiology Problem Solving Masterclass with @lewis_dartnell for @ogdentrust Cotswold Cluster 6th formers https://t.co/faDbR3GCX5
astrrobiology,Mon Mar 14 17:02:00 +0000 2016,709424351662092288,5304,3747,0,0,has_no_media,Conversations by top astrobiology influencers in the last week https://t.co/1IQUMN0xni
astrrobiology,Mon Mar 14 16:07:58 +0000 2016,709410755456606209,5304,3747,0,0,has_no_media,NASA ISS Space to Ground Weekly Report https://t.co/mEbT8Eu8G7 https://t.co/SubTdUgSXU
astrrobiology,Mon Mar 14 14:54:18 +0000 2016,709392214036615168,5304,3747,0,0,has_no_media,Top astrobiology influencers one should follow https://t.co/edxnWCD6gF
jenniglass,Mon Mar 14 14:01:56 +0000 2016,709379034396954625,1061,914,0,0,has_no_media,@GT_Sciences @MarcusBrayGT Marcus Bray is a 2nd yr @GeorgiaTech BIO PhD student who just passed his written comp exams! #astrobiology
Acecentric,Mon Mar 14 13:20:53 +0000 2016,709368703536599041,2823,987,2,0,has_no_media,ExoMars spacecraft sets off in search of alien life https://t.co/FVqfw2IETB #space #astrobiology
ChrisDMarshall,Mon Mar 14 12:00:29 +0000 2016,709348472147857408,675,1649,0,0,has_no_media,Microbial Mats Adapting to the Cold - Astrobiology https://t.co/ktQ6ImZRoS via @Astrobiology
RaymondEnisuoh,Mon Mar 14 11:42:16 +0000 2016,709343888167804928,115,68,0,0,has_no_media,New Biology See: https://t.co/EjWUlzYgam … … … … … … … … … … … … … … … … … … … … … … … … -MrsIGEnisuoh-
danjbrady,Mon Mar 14 11:25:04 +0000 2016,709339558828183552,273,137,0,0,has_no_media,@joerogan fascinating chat with @michaelshermer especially about SETI. I finished my astrobiology thesis with: https://t.co/UxQagVm3ik
wildbusiness,Mon Mar 14 10:43:45 +0000 2016,709329163686178816,278,253,0,0,has_no_media,Later this year - the latest effort to find life on Mars will arrive... #nature #astrobiology https://t.co/iYzYLwFhBS
Radev_D,Mon Mar 14 09:55:05 +0000 2016,709316914875645952,14,23,1,0,has_no_media,#ExoMars Mission Set to Look for #Life (Methane) on the Red Planet https://t.co/lTsHPoEj5a via @business #mars #space #astrobiology
AstrobiologyTop,Mon Mar 14 09:11:39 +0000 2016,709305984888414212,285,2430,0,1,has_no_media,ExoMars | Life on Mars? – Branden Dunbar https://t.co/rpn0vwawzq via @Extremo_Studios
astrrobiology,Mon Mar 14 09:05:54 +0000 2016,709304536054112257,5304,3747,2,2,has_no_media,Titan in front of Saturn https://t.co/D9rEvIpc4E https://t.co/MM5X48JGEH
praychau,Mon Mar 14 08:18:14 +0000 2016,709292539182854144,30,14,0,1,has_no_media,@ESA_ExoMars - Blog: ExoMars | Life on Mars? https://t.co/7lqHacj4Ir via @BrandenDunbar @esa #space #mars #astrobiology #science #data #esa
MatthiasBWagner,Mon Mar 14 07:30:15 +0000 2016,709280465996349440,104,480,0,0,has_no_media,The Effect of Orbital Configuration on the Possible Climates and Habitability of Kepler-62f: https://t.co/6l3Njzk0Cq
SwagTdog,Mon Mar 14 06:35:03 +0000 2016,709266575715471360,58,75,0,1,has_no_media,@charklestimon @googlefacts the guardian   https://t.co/ppC0qq6jwK
SwagTdog,Mon Mar 14 06:34:36 +0000 2016,709266460984512512,58,75,0,1,has_no_media,@electricslothed @googlefacts the guardian…. https://t.co/ppC0qq6jwK
Firebomb173,Mon Mar 14 06:32:41 +0000 2016,709265976802615296,711,805,0,0,has_no_media,.@brennaskates omg it might actually be true https://t.co/p1Nbjihdl5
astrrobiology,Mon Mar 14 06:13:17 +0000 2016,709261095739871232,5304,3747,0,1,has_no_media,Joint USAF/NOAA Solar Geophysical Activity Report and Forecast 13 March 2016 https://t.co/nt3dfLZgWx https://t.co/yd4mmmpHtw
Extremo_Studios,Mon Mar 14 05:58:08 +0000 2016,709257283457277952,37,59,1,2,has_no_media,Blog: ExoMars | Life on Mars? https://t.co/JWhdiF9R3c via @BrandenDunbar @ESA #space #mars #astrobiology #science #data #esa #roscosmos
KittyOwner_Club,Mon Mar 14 05:14:45 +0000 2016,709246365176434688,818,27,0,0,has_no_media,Could Alien Life Cope with a Hotter  Brighter Star?  - Astrobiology Magazine https://t.co/L1drYqANeU via @sharethis
Xenobiologia,Mon Mar 14 04:35:47 +0000 2016,709236559011119106,4318,4382,0,0,has_no_media,Microbial Mats Offer Clues To Life on Early Earth - Astrobiology Magazine (registration) https://t.co/QTCvbivzFO
Vandahmier,Mon Mar 14 04:34:10 +0000 2016,709236151643557888,1988,1,0,0,has_no_media,#EarthChanges Astrobiology Magazine (registration) Microbial Mats Offer Clues To… https://t.co/RRokaW22UU via #hng https://t.co/NjoIFsHZZj
hashtag_keyword,Mon Mar 14 04:32:26 +0000 2016,709235718753800192,243,0,0,0,has_no_media,Microbial Mats Offer Clues To Life on Early Earth - Astrobiology Magazine (registration) https://t.co/xnj7evjBlW #hashtag
lifetype,Mon Mar 14 04:31:21 +0000 2016,709235444240613376,98,122,0,0,has_no_media,Microbial Mats Offer Clues To Life on Early Earth - Astrobiology Magazine (registration) https://t.co/73WIG8SqNH #life
IbuPertiwi_,Mon Mar 14 04:23:24 +0000 2016,709233442601492480,29,62,0,0,has_no_media,Microbial Mats Offer Clues To Life on Early Earth - Astrobiology Magazine (registration)
Gol_Gotha,Mon Mar 14 04:16:08 +0000 2016,709231615080157184,14999,12795,0,0,has_no_media,#EarthChanges Microbial Mats Offer Clues To Life on Early Earth - Astrobiology… https://t.co/LJ1TvTwIRN via #hng https://t.co/2wTPwGGyaA
astrrobiology,Mon Mar 14 03:19:06 +0000 2016,709217263681810432,5304,3747,0,1,has_no_media,Sequencing DNA in Space https://t.co/ixnxwxBC0r https://t.co/cEA0blZKZN
MCNebrewla,Mon Mar 14 02:21:45 +0000 2016,709202830524071936,161,193,0,0,has_no_media,@Cosmic_Horizons @SciBry Yep. It's a thing. An awesome thing.  Of course my sister is prof of bio so I am biased. https://t.co/F0ctHT93i7
gorawrpanda,Mon Mar 14 01:54:25 +0000 2016,709195950099533828,108,154,0,0,has_no_media,Almost done editing this essay awww yes then I have to do my astrobiology hw but thankfully its only 11 pages this time
astrrobiology,Mon Mar 14 01:09:48 +0000 2016,709184723050823681,5304,3747,0,0,has_no_media,Top astrobiology articles from last 48 hrs https://t.co/S2QX1owwAX
astrrobiology,Mon Mar 14 00:29:16 +0000 2016,709174522117820416,5304,3747,0,1,has_no_media,The Science of ExoMars: New Mission to Hunt for Mars Life https://t.co/xEvKibrWjb https://t.co/gkeTWcOxPZ
RSSDealFeeds,Mon Mar 14 00:10:12 +0000 2016,709169724404273153,1085,374,0,0,has_no_media,Scientists Search for Signatures of Alien Life Hidden in Gas https://t.co/DqL3KHuJJI #exoplanets #Astrobiology
InstantTimeDeal,Mon Mar 14 00:10:12 +0000 2016,709169723301240832,1430,343,0,0,has_no_media,Scientists Search for Signatures of Alien Life Hidden in Gas https://t.co/cBlZ79a9yz #exoplanets #Astrobiology
DailyDealFeeds,Mon Mar 14 00:10:11 +0000 2016,709169718700060672,11623,6256,0,0,has_no_media,Scientists Search for Signatures of Alien Life Hidden in Gas https://t.co/QeAbSri6vA #exoplanets #Astrobiology
AstrobiologyTop,Sun Mar 13 23:02:35 +0000 2016,709152709094408192,285,2430,0,0,has_no_media,Follow the top Astrobiology stories for Mar 13 on our topical page: https://t.co/SbjEaZyVFY
CosmicEvolution,Sun Mar 13 21:27:20 +0000 2016,709128735249670144,11129,3828,0,0,has_no_media,The  Science of ExoMars: New Mission to Hunt for Mars Life https://t.co/nGRLWCNguJ #Mars #astrobiology
AstrobiologyTop,Sun Mar 13 21:09:01 +0000 2016,709124126439399425,285,2430,0,0,has_no_media,Nanopore Sequencing in Microgravity https://t.co/Fg3eDYgOut via @SpaceRef
J_MartinezFrias,Sun Mar 13 20:58:15 +0000 2016,709121418550755328,831,402,0,0,has_no_media,Social and conceptual issues in Astrobiology https://t.co/9rZe5JeNwf
volcanojulie,Sun Mar 13 20:43:20 +0000 2016,709117664099106816,250,317,0,1,has_no_media,BBC News - Mars mission targets Monday launch https://t.co/Bux8bOUuml #geology #astrobiology #space #mars #science
astrrobiology,Sun Mar 13 20:36:47 +0000 2016,709116013627846656,5304,3747,0,1,has_no_media,Nanopore Sequencing in Microgravity https://t.co/szQSwMZYBL https://t.co/aIRO1PBTwT
CosmicEvolution,Sun Mar 13 20:08:57 +0000 2016,709109012130766849,11129,3828,0,0,has_no_media,Life’s Building Blocks Form In Replicated Deep Sea Vents         https://t.co/E7nDb1YLwq #originsoflife #origins #astrobiology #in
DezWeeks,Sun Mar 13 20:04:00 +0000 2016,709107764459606017,121,126,0,0,has_no_media,#CosmicBiology not just be possible but inevitable #chemically &amp; #mathematically.So says #Exobiology/#Astrobiology https://t.co/gyVbuyUT0U
MilkyWayKiwi,Sun Mar 13 19:43:30 +0000 2016,709102607046828032,396,842,1,0,has_no_media,NASA's K2 mission: The Kepler Space Telescope's Second Chance to Shine - Astrobiology Magazine https://t.co/Snyiy4bzIW via @sharethis
astrrobiology,Sun Mar 13 19:31:29 +0000 2016,709099584090312705,5304,3747,0,0,has_no_media,13 March / Space Science / Our Activities / ESA https://t.co/4VT6vhTfZI https://t.co/SOLcheYpkE
astrobiology,Sun Mar 13 19:11:45 +0000 2016,709094617187282944,15333,97,3,3,has_no_media,Nanopore Sequencing in Microgravity https://t.co/xhNO0uQyuU #genomics #bioinformatics
TopQuestiontop,Sun Mar 13 18:59:38 +0000 2016,709091567848521729,43,0,0,0,has_no_media,Question: Is biotechnology a good undergrad major to work in astrobiology? https://t.co/8bQMpQeYsP
astrrobiology,Sun Mar 13 18:32:01 +0000 2016,709084616406097920,5304,3747,1,2,has_no_media,Top astrobiology articles from last week https://t.co/dzR4ms7RJl
Astropular,Sun Mar 13 18:18:55 +0000 2016,709081319666352130,3571,504,8,8,has_no_media,The astrobiology mission #ExoMars launches in less than 17 hours and you can watch it live:  https://t.co/wNLJ9tdPaU https://t.co/M782Pq4cwu
secvalve_ebooks,Sun Mar 13 18:00:26 +0000 2016,709076666811703300,18,13,0,0,has_no_media,Small steps matter  don't need no amplification for a talk on Infosec as explored in relation to astrobiology/microbiology?
Irlandia,Sun Mar 13 17:51:01 +0000 2016,709074298934140930,5454,5980,0,0,has_video,Ke$ha "We R Who We R" parody - "Astrobiology" by Jank https://t.co/3TO503ZBpP via @YouTube
JohnSears2077,Sun Mar 13 17:38:16 +0000 2016,709071089146712065,480,863,0,0,has_no_media,@PBSNature  Life is from outside space-time https://t.co/tNwzZQ8LPW #biology #cosmology #nature #astrobiology https://t.co/lAhHFeQWtL
