user,created_time,tweet_id,user_follcount,user_following,retweet,favourite,has_media,message
antivax,Wed Mar 16 15:36:41 +0000 2016,710127657262850048,367,21,0,0,has_no_media,Human Rights Day 2015 - Human Rights in Childbirth as a Global Movement https://t.co/842RuOq7KF
antivax,Wed Mar 16 15:18:13 +0000 2016,710123010045292544,367,21,0,0,has_no_media,In May 2012  the first ever Human Rights in Childbirth Conference took place at The Hague. The conference brought... https://t.co/JxMemoF8vu
antivax,Wed Mar 16 15:16:56 +0000 2016,710122687100821504,367,21,0,0,has_no_media,Stop the War on Children: Exposing the Comprehensive Sexuality Education Agenda (Go to... https://t.co/VN7kRylQNf
MrMattPatterson,Wed Mar 16 15:16:37 +0000 2016,710122607295614976,672,317,1,4,has_no_media,#antivax propaganda is getting weird. https://t.co/D9JdxBpgPW
antivax,Wed Mar 16 15:16:34 +0000 2016,710122592884146176,367,21,0,0,has_no_media,Stop the War on Children: Exposing the Comprehensive Sexuality Education Agenda (Go to... https://t.co/3pv4b44qLb
antivax,Wed Mar 16 15:15:43 +0000 2016,710122380606050306,367,21,0,0,has_no_media,Low-risk pregnant women urged to avoid hospital births NHS guidance from National Institute for Health and Care... https://t.co/McE9E7x4XK
antivax,Wed Mar 16 15:14:37 +0000 2016,710122103656284160,367,21,0,0,has_no_media,Actually  It DOES Matter How You Give Birth Whenever people discuss c-sections and natural childbirth  one... https://t.co/HnmIH4gmiG
antivax,Wed Mar 16 15:12:59 +0000 2016,710121693415604224,367,21,0,1,has_no_media,Anti-Co-sleeping Myth Busted: Sleeping With Your Baby Could Prevent SIDS https://t.co/S0qsW8FxsA
antivax,Wed Mar 16 15:06:55 +0000 2016,710120163392233473,367,21,0,0,has_no_media,How important is breast milk and delivery method to a newborn’s health? https://t.co/VlP14fI5Wk
lennylaw,Wed Mar 16 15:05:37 +0000 2016,710119837201207296,447,172,0,0,has_no_media,@DoctorChristian I'd ignore the pointless paranoic idiocy spouted by the chemtrail/antivax conspiraloon that is @Charbrevolution.
antivax,Wed Mar 16 15:01:32 +0000 2016,710118810070749184,367,21,0,0,has_no_media,Study Linking Gardasil to Behavioral Abnormalities Pulled from Vaccine Journal A peer-reviewed article published... https://t.co/yEc5ZeH5lf
antivax,Wed Mar 16 15:00:05 +0000 2016,710118446424571904,367,21,0,0,has_no_media,A Dozen Boys in England Collapse After Receiving Meningococcal ACWY Vaccine  Public health officials in the... https://t.co/gxxWrK9LSl
littlepowder,Wed Mar 16 14:45:43 +0000 2016,710114828564561920,788,630,1,0,has_no_media,. @reasonable_hank I was in FB group to support Ben Hammond from beginning. Left due to numerous antivax posts by his family @mills_tamarra
antivax,Wed Mar 16 14:38:47 +0000 2016,710113086909190144,367,21,0,0,has_no_media,The Fear of a Simple Fever  If your child has a low fever  do you race to the medicine cabinet and reach for... https://t.co/gwmPW2P3hL
antivax,Wed Mar 16 14:37:21 +0000 2016,710112724655603712,367,21,0,0,has_no_media,WHO Wants to Market Vaccines Like Burgers and Soda... https://t.co/5LPfbyzPAj
TheCogitoBlog,Wed Mar 16 14:14:33 +0000 2016,710106985492930561,557,923,0,0,has_no_media,.@Charbrevolution see how I cite the CDC and you cite an antivax blog?
GodlessRobin,Wed Mar 16 13:48:22 +0000 2016,710100397478821890,3263,1167,0,0,has_no_media,.@Charbrevolution Please read some real science before endangering children's health &amp; lives with antivax propaganda https://t.co/AvNNqWgDeh
amightyheart,Wed Mar 16 13:04:16 +0000 2016,710089301027979264,1134,1137,0,1,has_no_media,@jennakimjones 💔 Over the dad with the #antivax wife. He should have her listen to @Sawbones Vaccines Episode.
antivax,Wed Mar 16 12:24:21 +0000 2016,710079253518426112,367,21,0,0,has_no_media,Please Sign Petition: Minister Sir: Kindly Publicize homeopathic immunization "We would request you to kindly... https://t.co/nbAtxKeAaU
reasonable_hank,Wed Mar 16 09:21:29 +0000 2016,710033234692706304,3579,1971,3,0,has_no_media,On the left: my blog. On the right: Antivax leader Brett Smith's blog published today. #StopAVN #skeptic #auspol https://t.co/FPMUPk5aTT
TheCogitoBlog,Wed Mar 16 07:00:29 +0000 2016,709997751510159361,557,923,1,2,has_no_media,Please don't waste your or anyone else's time w/ @P01YN0NYM0U55 he's an antivax 9/11 truther moon hoax troll. Muted https://t.co/k67CFks3Ck
OKvegan,Wed Mar 16 04:46:20 +0000 2016,709963989384634368,4,28,0,0,has_no_media,When ur scrolling thru a funny vegan's tweets &amp; getting all excited to follow them but then you see they're #antivax https://t.co/v1cHUxF4jk
TheCogitoBlog,Wed Mar 16 04:36:54 +0000 2016,709961618462003200,557,923,0,1,has_no_media,@umfpt don't bother. @P01YN0NYM0U55 is an antivax  moon landing hoax  troll.  @handmadekathy
littlepowder,Wed Mar 16 04:30:51 +0000 2016,709960092087656448,788,630,5,9,has_no_media,Abuse from #antivax parent Amanda McDougall of Perth. Abusive #trolls will be publicly named  shamed &amp; reported https://t.co/NngZlP1U8J
McMaNGOS1,Wed Mar 16 04:01:03 +0000 2016,709952593917829122,2071,823,0,0,has_no_media,@antivax_juggalo @trxii @deadmau5 @MartinGarrix yeh  time flies huh
antivax_juggalo,Wed Mar 16 03:56:57 +0000 2016,709951561938636800,92,107,0,0,has_no_media,@trxii @McMaNGOS1 @deadmau5 @MartinGarrix that was 2013? damn  holy shit.
reasonable_hank,Wed Mar 16 03:56:08 +0000 2016,709951357273374720,3579,1971,2,3,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/3dCymZRf0n via @reasonable_hank #StopAVN
antivax_juggalo,Wed Mar 16 02:11:59 +0000 2016,709925148929822720,92,107,0,0,has_no_media,@a_nice_frog is that not wrong?
antivax_juggalo,Wed Mar 16 02:11:27 +0000 2016,709925014049411072,92,107,0,0,has_no_media,@a_nice_frog how do you make the music loop perfectly
Ayelis,Wed Mar 16 01:40:02 +0000 2016,709917105857044480,133,116,0,1,has_no_media,If #antivax/#antigmo spent half as much energy going to school and learning science as you do fighting it  we'd already have a CITY ON MARS.
robertquickert,Wed Mar 16 01:31:18 +0000 2016,709914910034157569,311,272,0,0,has_no_media,@juliaoftoronto That map should be all red. #antivax has no place in the modern world
antivax_juggalo,Wed Mar 16 01:29:05 +0000 2016,709914349352017920,92,107,0,0,has_no_media,@a_nice_frog because i was always told by several ppl/groups that doing that was trivialising trans people and their actions as just a phase
patstokes,Wed Mar 16 01:05:36 +0000 2016,709908442580791296,1791,599,0,2,has_no_media,Oh  a correction: all *non-antivax* researchers are corrupt. What a huge difference. https://t.co/SWDSlt0Hvu
Grumpyoldwombat,Tue Mar 15 23:54:44 +0000 2016,709890605128622080,68,85,0,1,has_no_media,@reasonable_hank Keeping it classy on the antivax side. ROFL.
antivax,Tue Mar 15 23:17:05 +0000 2016,709881131102040064,367,21,0,0,has_no_media,Please join us in Atlanta for the Rally at The CDC on April 22  followed by an Educational Summit at Life... https://t.co/kkW1HDHjzA
OCherokee,Tue Mar 15 23:12:31 +0000 2016,709879983083106304,341,325,1,0,has_no_media,OMG! Man on @trimet preaching antivax doctrine &amp; conspiracy theory to bus driver. https://t.co/Q6Ys6LCMvv
SadiyaKay,Tue Mar 15 22:54:46 +0000 2016,709875517965606914,105,90,0,0,has_no_media,@DocSchmadia @picardonhealth sadly those cannot vaccinate for medical reasons at even higher risk due to #antivax propaganda #vaccineswork
haplesspete,Tue Mar 15 22:50:11 +0000 2016,709874360706727936,1593,1444,1,1,has_no_media,@reasonable_hank What charming people the antivax cult attracts.
anarchic_teapot,Tue Mar 15 22:47:16 +0000 2016,709873628171599874,1745,343,0,1,has_no_media,Well done  Treehugger: deleting comments pointing out antivax untruths has got you in a right pickle https://t.co/LNVLQBPa1M
reasonable_hank,Tue Mar 15 22:45:59 +0000 2016,709873303834349568,3579,1971,0,2,has_no_media,Not sure if testimonial or a bad thing  from this leading antivax group admin to another antivaxer #StopAVN #auspol https://t.co/yfP8MuOEob
reasonable_hank,Tue Mar 15 21:52:57 +0000 2016,709859960654405632,3579,1971,0,0,has_no_media,@mills_tamarra if you read and understood the post you would have seen I support compensation. I will never support antivax lies #StopAVN
MarianeEriksson,Tue Mar 15 21:37:54 +0000 2016,709856169964208131,251,179,0,0,has_no_media,@aspiritcan @patstokes @drphyto @tyrannicaltimes are they pro mandates or pro choice? Pat says they r "antivax" ?
meganolanie,Tue Mar 15 21:31:30 +0000 2016,709854559963709442,106,158,0,2,has_no_media,Rewatching House. And loving the part in the second episode where he totally chews out an antivax woman &lt;3 #House #Science
antivax,Tue Mar 15 21:16:51 +0000 2016,709850872352784384,367,21,1,1,has_no_media,Why I'm Saying No to Vaccines During Pregnancy https://t.co/zrqdfZbk27
allenbyyz,Tue Mar 15 21:03:44 +0000 2016,709847572660137984,61,97,0,1,has_no_media,Thanks #antivax folks for bringing back #measles and putting all children at risk. https://t.co/rpNiH6F3lB
LiveSciHealth,Tue Mar 15 21:00:06 +0000 2016,709846661153959936,8791,258,11,6,has_no_media,Many US Measles Cases Are in People Who Refuse Vaccines https://t.co/Qyk0kBl5yr #antivax https://t.co/z7cUE9JBPz
patstokes,Tue Mar 15 20:11:27 +0000 2016,709834415073939456,1791,599,0,0,has_no_media,@aspiritcan @MarianeEriksson @drphyto @tyrannicaltimes AVSN is the peak antivax group in Australia. Or they were  until we exposed them.
ManoloSanchezA,Tue Mar 15 20:03:14 +0000 2016,709832348951564288,618,340,0,0,has_no_media,Do the math antivax! Vaccines save lives.   https://t.co/Zpw8HYkTn3
antivax,Tue Mar 15 19:44:44 +0000 2016,709827694519853058,367,21,1,0,has_no_media,Medical establishment ignores cancer prevention  rolls out experimental anti-cancer vaccine  Learn more:... https://t.co/eF4V8j8JaF
TheCogitoBlog,Tue Mar 15 18:51:47 +0000 2016,709814368322527232,557,923,0,0,has_no_media,Oh I forgot he's a flat earth moon landing hoax antivax troll... https://t.co/E7gnTMh6DA
antivax,Tue Mar 15 18:50:24 +0000 2016,709814021009108992,367,21,0,0,has_no_media,'I did everything that was expected of me' Grimsby mother shares story of vaccine injury... https://t.co/PTeY4YyArs
antivax,Tue Mar 15 18:50:24 +0000 2016,709814020849704960,367,21,0,0,has_no_media,'I did everything that was expected of me' Grimsby mother shares story of vaccine injury... https://t.co/uAC06zs6Eh
cavegirl_casey,Tue Mar 15 18:46:12 +0000 2016,709812960462557187,4,7,0,0,has_no_media,Wow! Please do your research mommas 💕 #novax #novaccines #crunchymom #nogmo #AntiVax… https://t.co/RngRUhOpRG
antivax,Tue Mar 15 18:42:06 +0000 2016,709811930026876929,367,21,0,0,has_no_media,Love a PARADE?  Join me this Thursday  NYC  3pm.  Banners for all! https://t.co/COzf9dp7vs
DCLindholm,Tue Mar 15 17:45:13 +0000 2016,709797615605563394,745,2289,0,0,has_no_media,Area man learns to fly (unsuccessfully) by "doing his research" w @youtube videos https://t.co/NxoVsVrgMR #antivax #GMOlabeling #foodbabe
tBUkrainian,Tue Mar 15 17:23:38 +0000 2016,709792184245952514,13,15,0,0,has_no_media,#ClimateChangeDeniers are as rational as #FlatEarth proponents and #AntiVax parents. #GetWithIt : https://t.co/y8e0BRbAnA
picardonhealth,Tue Mar 15 15:56:02 +0000 2016,709770138460037120,45392,1272,22,8,has_no_media,'Substantial proportion' of U.S. #measles cases linked to anti-vaxxers https://t.co/idiGSDA4EX via @CBChealth @HealthWatch123 #antivax
antivax,Tue Mar 15 14:24:24 +0000 2016,709747077635383296,367,21,0,0,has_no_media,All power to you Kelly!    Erwin :-) https://t.co/eNgZ03MbEC
HavenorFantasy,Tue Mar 15 12:41:51 +0000 2016,709721270791704578,315,563,0,0,has_video,Five More Stupid Things About the Anti-Vaccine Movement https://t.co/qXViwFxjdN via @YouTube #antivax #vaccine #vaccines #movements
estellaan,Tue Mar 15 09:48:45 +0000 2016,709677709056614400,247,362,0,3,has_no_media,If the #AntiVax movement really cared about #bigpharma they'd go after legitimate concerns like the price of chronic disease/cancer meds
reasonable_hank,Tue Mar 15 08:51:51 +0000 2016,709663388675100672,3579,1971,1,0,has_no_media,Excerpts from Tanya Hammond's interview w/ anti-Semitic  antivax  homophobe  Crabb https://t.co/uxum0voDEe #StopAVN https://t.co/8OlRivjvaG
shellity,Tue Mar 15 08:22:23 +0000 2016,709655973145616385,1735,724,0,0,has_no_media,Antivax logic: If you question the cause of any claimed vaccine injury - verified or not - you're being cruel to ALL vaccine injured people.
Geekazoid,Tue Mar 15 07:58:01 +0000 2016,709649843401134080,249,264,0,0,has_no_media,Who are the experts advising meningitisB #vaccine not given to older kids? Is there a reason besides money? https://t.co/Gc5PI5kJxV #AntiVax
reasonable_hank,Tue Mar 15 07:56:41 +0000 2016,709649506195738624,3579,1971,4,2,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/3dCymZzDBN #auspol  #nojabnopay #StopAVN
dezrobinson83,Tue Mar 15 07:56:13 +0000 2016,709649390185664512,233,145,0,1,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/GJ4E6QC2i8 via @reasonable_hank
JennS79,Tue Mar 15 07:31:24 +0000 2016,709643143604510720,302,101,0,2,has_no_media,And then  I presume  back to the 18th century? #homeopathy #AntiVax  https://t.co/Lpz8Z0XqEM
antivax,Tue Mar 15 06:53:12 +0000 2016,709633531299889152,367,21,0,0,has_no_media,World Renown Neuropathologist has Career Destroyed for Disproving Shaken Baby Syndrome https://t.co/7kXFlYl2DB
patstokes,Tue Mar 15 06:49:40 +0000 2016,709632638558932993,1791,599,0,0,has_no_media,@drphyto @MarianeEriksson @aspiritcan @tyrannicaltimes You used that family's tragedy to further your antivax agenda and *I'm* offensive?
msav64,Tue Mar 15 06:28:22 +0000 2016,709627279022796800,286,657,0,0,has_no_media,@hipstergeddon measles #AntiVax
reasonable_hank,Tue Mar 15 03:56:35 +0000 2016,709589083715047424,3579,1971,2,0,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/3dCymZzDBN #auspol #StopAVN #nojabnopay
antivax,Tue Mar 15 03:53:38 +0000 2016,709588339137994752,367,21,0,0,has_no_media,Low-risk pregnant women urged to avoid hospital births https://t.co/mxfi7Gu73Z
TheCogitoBlog,Tue Mar 15 03:30:59 +0000 2016,709582641889083392,557,923,3,3,has_no_media,If you think #vaccines cause #SIDS / #Autism you're antivax. If you promote a reduced or alternate #vaccine schedule you're #antivax.
TheCogitoBlog,Tue Mar 15 02:08:56 +0000 2016,709561991560454145,557,923,0,0,has_no_media,@EyeOfGnosis @Raven_PA_ @P01YN0NYM0U55 @CplBart when you say vaccines cause autism despite no evidence you're antivax
TheCogitoBlog,Tue Mar 15 02:08:05 +0000 2016,709561779815198720,557,923,0,0,has_no_media,.@P01YN0NYM0U55 @EyeOfGnosis @RichardJHealy @Raven_PA_ @CplBart when you say vaccines cause SIDS you're antivax
TheCogitoBlog,Tue Mar 15 02:04:22 +0000 2016,709560840844775425,557,923,0,0,has_no_media,@EyeOfGnosis @Raven_PA_ @P01YN0NYM0U55 @CplBart when you're against vaccination you are antivax
MerylWatch,Tue Mar 15 01:46:22 +0000 2016,709556311264866304,171,0,1,0,has_no_media,#stopavn Qld antivax activist confirms she and her friends all commit Centrelink benefits rort: One month ago ... https://t.co/F3L8Q5PAwI
reasonable_hank,Tue Mar 15 01:11:43 +0000 2016,709547593898962944,3579,1971,3,3,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/3dCymZzDBN #StopAVN #auspol #nojabnopay
reasonable_hank,Tue Mar 15 01:10:56 +0000 2016,709547393809645568,3579,1971,4,0,has_no_media,Qld antivax activist confirms she and her friends all commit Centrelink benefits rort https://t.co/3dCymZzDBN https://t.co/Am5BSEa5AO
TheCogitoBlog,Tue Mar 15 01:08:36 +0000 2016,709546810289704960,557,923,0,0,has_no_media,@EyeOfGnosis @RichardJHealy @Raven_PA_ @P01YN0NYM0U55 @CplBart so appealing to antivax blog is appeal to authority fallacy.
StortSkeptic,Tue Mar 15 01:06:33 +0000 2016,709546293572538369,1248,303,0,1,has_no_media,Go back a few links and this "Breaking News" is from a 3yo story by the antivax naturopath  Dave Mihalovic. Hardly surprising!
TheCogitoBlog,Tue Mar 15 00:57:50 +0000 2016,709544097145458688,557,923,0,0,has_no_media,@Raven_PA_ @EyeOfGnosis @RichardJHealy @P01YN0NYM0U55 @CplBart then give me peer reviewed journals. I'm not washing my time on antivax blogs
TheCogitoBlog,Tue Mar 15 00:52:37 +0000 2016,709542786538680320,557,923,0,0,has_no_media,@Raven_PA_ @EyeOfGnosis @RichardJHealy @P01YN0NYM0U55 @CplBart yes. If it's an antivax blog that contradicts the overwhelming majority
TheCogitoBlog,Tue Mar 15 00:47:15 +0000 2016,709541435393990656,557,923,0,0,has_no_media,@EyeOfGnosis @RichardJHealy @Raven_PA_ @P01YN0NYM0U55 @CplBart provided it's not an antivax website
antivax,Tue Mar 15 00:04:59 +0000 2016,709530800660848642,367,21,0,0,has_no_media,Extremely useful! Screenshot your own state and keep handy. https://t.co/AqunB6evAt
Ktc389,Mon Mar 14 22:38:04 +0000 2016,709508925310181377,64,123,0,0,has_no_media,@TomGoor though the uni could hold a sexpo but it sends the wrong message.. Much like promoting antivax research does.
PositiveStinker,Mon Mar 14 19:33:47 +0000 2016,709462550023315456,204,225,0,3,has_no_media,@DearMama_  I have an idea for an app that changes antivax to pro disease
antivax,Mon Mar 14 19:05:31 +0000 2016,709455435510624256,367,21,0,0,has_no_media,It's all one big mafia at the top!    Erwin https://t.co/pVRi9FR6Ql
vaccines_news,Mon Mar 14 19:02:10 +0000 2016,709454593906843648,95,0,0,0,has_no_media,Think twice before you get that #flu #shot: https://t.co/Y2ZqFQiDOF #antivax https://t.co/fGPGRrHS19
antivax,Mon Mar 14 18:47:31 +0000 2016,709450907050754048,367,21,0,0,has_no_media,Shocking - although in some ways just a repeat of the despicable treatment meted out to Dr Andrew Wakefield -... https://t.co/Hj9r7ayhsQ
RealNewsTarget,Mon Mar 14 18:02:16 +0000 2016,709439517623783424,238,16,0,0,has_no_media,Big Pharma #vaccines are safe ” says #BigPharma-funded study: https://t.co/Kz3WYCv3kN #WakeUpAmerica #antivax https://t.co/fPBrbRMlqw
ChantellePinder,Mon Mar 14 17:41:45 +0000 2016,709434353038667776,1314,1142,0,0,has_no_media,There Is No Such Thing As The Stomach Flu via @forbes https://t.co/QcA8A31Fq7 #FearBabe #FoodBabe #Antivax #WeakestLink #WhatIsTheFlu
Nicole_Cliffe,Mon Mar 14 16:01:22 +0000 2016,709409092905775105,22666,952,2,45,has_no_media,The antivax ableist jerk squad is the worst  but I know where they come from. They come from realizing no one is going to take over for you.
antivax,Mon Mar 14 14:40:08 +0000 2016,709388650061164544,367,21,0,0,has_no_media,How much longer before the vaccination insanity ends?    Erwin https://t.co/2NbQhjHZde
antivax,Mon Mar 14 14:34:35 +0000 2016,709387250887315456,367,21,1,0,has_no_media,Fluoride is also used as rat- and cockroach poison - AVOID!    Erwin https://t.co/GFAGFX3jii
UoWooWoo,Mon Mar 14 13:56:17 +0000 2016,709377612603219968,198,484,0,3,has_no_media,Brian's conspiracy theory #93. #health #science #education #antivax #thisisuow #uow #stopavn #vaccination #auspol https://t.co/IQXzpvqxDz
antivax,Mon Mar 14 12:55:25 +0000 2016,709362297903263744,367,21,0,0,has_no_media,Very good interview!  Erwin https://t.co/Wxw2Tx9nHu
jpitney,Mon Mar 14 12:55:22 +0000 2016,709362283235774464,1484,477,0,0,has_no_media,The cycles of #autism media coverage: https://t.co/fE0ACwgXbq @missanabeem
kurtzwalt,Mon Mar 14 09:53:21 +0000 2016,709316479942983680,157,333,1,0,has_no_media,@CloranJoe @drphyto @DocBastard @human8tor Not that data fool. Data on antivax killing children v iatrogenic?
sophhussein,Mon Mar 14 09:28:06 +0000 2016,709310121763934212,96,507,0,0,has_no_media,Antivax colleagues everyweek mesti el sebab anak sakit. Idk. Whatever you decide make an informed decision and take full responsibility.
politiquestions,Mon Mar 14 08:56:58 +0000 2016,709302288326656000,1608,2345,0,0,has_no_media,There are many  many parallels between antivax thinking and autistic "treatment" practices #LRTs
antivax,Mon Mar 14 07:33:23 +0000 2016,709281253468585984,367,21,0,0,has_no_media,Anti Vax Advocate Laura Hayes interview with Jeanie Keltner - Follow-Up Interview https://t.co/ObSyjsH38o
antivax,Mon Mar 14 07:29:15 +0000 2016,709280213079871488,367,21,0,0,has_no_media,Parents take extreme steps to keep their kids from the unvaccinated https://t.co/CB67zlDjNk
reasonable_hank,Mon Mar 14 06:48:19 +0000 2016,709269911088943104,3579,1971,4,0,has_no_media,Antivax vultures circling family of 4 mth old baby w/seizures. Time to shut Lindberg down  @camerondickqld #StopAVN https://t.co/bw7xM8dL8B
reasonable_hank,Mon Mar 14 06:07:32 +0000 2016,709259647492837376,3579,1971,5,3,has_no_media,Queensland antivax activist in attempted Centrelink benefits rort https://t.co/I2maYzRtUd #StopAVN #scam #nojabnopay
jennyeather,Mon Mar 14 05:32:05 +0000 2016,709250728154374144,4609,4263,0,1,has_no_media,Vaccination is an act of altruism: the horrible history [and future?] of measles in Australia: https://t.co/Mq4iZh8dna #antivax
reasonable_hank,Mon Mar 14 05:21:09 +0000 2016,709247976321908737,3579,1971,5,2,has_no_media,Two weeks  two campuses down https://t.co/Uz75vr8I6K @UOW @UOWResearch makes papers again for its antivax PhD #StopAVN #highered #ThisIsUOW
littlepowder,Mon Mar 14 04:15:14 +0000 2016,709231389921574913,788,630,2,0,has_no_media,Antivax cranks spread potentially lethal misinformation to Vit K https://t.co/WrHK8sQ3PV
reasonable_hank,Mon Mar 14 04:03:20 +0000 2016,709228394072776707,3579,1971,4,3,has_no_media,Meryl Dorey now claims that an antivax group admin is a provax advocate in deep cover. Lost. The. Plot. #StopAVN https://t.co/1xsGjQQdRP
rhonimcfarlane,Mon Mar 14 03:24:03 +0000 2016,709218509499174913,1640,1572,1,0,has_no_media,Emotive stories vs scientific research How do we develop critical thinkers against pseudo science? #antivax #womad
