HER (-3.3772056833112645, 'has_photo')
HER (-3.0866559205594348, 'has_animated_gif')
HER (-1.4096547209608961, 'has_video')
LER (2.6863995997313443, 'has_url')
LER (0.43535488576534043, 'has_hashtag')
