user,created_time,tweet_id,followers,following,retweet,favourite,has_media, message 
twitter,Mon Jun 20 13:00:52 +0000 2016,744877677497090048,55267760,145,751,1157,has_no_media, acquired magic pony technology enhance machine learning efforts strength video 
twitter,Sun Jun 19 14:55:23 +0000 2016,744544110099341312,55247644,145,793,1753,has_animated_gif, best father day hashtag thankyoudad dads happyfathersday 
twitter,Sat Jun 18 15:10:31 +0000 2016,744185529810313217,55227145,145,1658,4092,has_video, weekends quick enjoy 
twitter,Fri Jun 17 16:57:59 +0000 2016,743850188217843712,55208286,145,450,938,has_animated_gif, thankyoudad ahead father day today celebrating dad community twitter 
twitter,Wed Jun 15 23:15:22 +0000 2016,743220383663292416,55242210,145,225,1748,has_no_media, delighted noticed 
twitter,Wed Jun 15 19:18:36 +0000 2016,743160801339445249,55242210,145,1790,3026,has_photo, ready live tap new button ios android easily broadcast periscope twitter 
twitter,Wed Jun 15 16:45:37 +0000 2016,743122298379505664,55242210,145,218,745,has_video, start conversation right replying tweet watch twittertips 
twitter,Tue Jun 14 20:31:05 +0000 2016,742816654581633024,55233294,145,184,644,has_photo, onstage hamilton broadway twitter genius 
twitter,Tue Jun 14 16:03:40 +0000 2016,742749353689780224,55233294,145,2116,2201,has_no_media, easily retweet quote tweet taps pick old favorite try 
twitter,Mon Jun 13 20:20:04 +0000 2016,742451493127622658,55210348,145,2180,4306,has_no_media, orlandounited world comes express loveislove 
twitter,Thu Jun 09 18:18:19 +0000 2016,740971303516176387,55155384,145,299,1416,has_video, oh got lostinspain creators barcelona watch happened 
twitter,Mon Jun 06 17:50:03 +0000 2016,739877023359721472,55130523,145,945,1736,has_no_media, 72nd anniversary normandy landings experience historic events dday 
twitter,Sat Jun 04 05:40:11 +0000 2016,738968570139267072,55102689,145,4536,6005,has_no_media, ripali world paying respects legendary athlete activist 
twitter,Fri Jun 03 22:19:11 +0000 2016,738857588725424128,55091298,145,172,677,has_no_media, need worry scratching 10 tracks flashbackfriday 
twitter,Fri Jun 03 20:23:53 +0000 2016,738828574442979328,55091298,145,1168,2736,has_video, leaving work friday like 
twitter,Thu Jun 02 22:43:48 +0000 2016,738501397658800128,55088307,145,1019,1898,has_animated_gif, lighting world loveislove 
twitter,Thu Jun 02 19:45:58 +0000 2016,738456646037344256,55088307,145,398,1161,has_no_media, vu nbafinals got 
twitter,Thu Jun 02 18:02:29 +0000 2016,738430602374832128,55088307,145,1717,3314,has_no_media,   
twitter,Tue May 31 22:45:21 +0000 2016,737777011377115136,55055167,145,213,639,has_no_media, grab sharing tweeted summer movies waiting 
twitter,Tue May 31 21:29:21 +0000 2016,737757886789492736,55055167,145,261,855,has_no_media, blue water rocky coast california dreamin traveltuesday 
twitter,Mon May 30 17:35:24 +0000 2016,737336622690095104,55021109,145,662,1773,has_no_media, memorialday look people remembering fallen military heroes 
twitter,Sat May 28 15:38:44 +0000 2016,736582487107768321,54960812,145,1621,4596,has_video, long weekend vibes 
twitter,Thu May 26 20:50:01 +0000 2016,735936047511535617,54926497,145,311,822,has_no_media, want volume summertimesoundtrack tweets tracks play timeline 
twitter,Thu May 26 17:33:38 +0000 2016,735886626711179265,54926497,145,161,817,has_video, lifted week songcollab featuring 
twitter,Thu May 26 00:12:18 +0000 2016,735624568266575873,54926497,145,256,977,has_no_media, like stay fit zero gravity answered yearinspace 
twitter,Wed May 25 18:58:36 +0000 2016,735545621705195520,54900930,145,582,1149,has_video, say best help spread word retweet twittertips 
twitter,Tue May 24 23:45:17 +0000 2016,735255378942820353,54887603,145,376,1103,has_no_media, art art art art 
twitter,Tue May 24 20:05:34 +0000 2016,735200086905356288,54887603,145,99,504,has_no_media, wait cheer rio2016 olympic games roadtorio 
twitter,Tue May 24 14:00:41 +0000 2016,735108260718469121,54887603,145,6873,5911,has_animated_gif, coming months introducing new ways express tweet 
twitter,Sat May 21 15:50:37 +0000 2016,734048763040268288,54847563,145,1835,5764,has_video, feeling wake weekend 
twitter,Sat May 21 00:38:26 +0000 2016,733819204822917120,54847563,145,385,1190,has_video, pizza record alert chefs naples set new world record longest pizza 2km 
twitter,Fri May 20 21:05:42 +0000 2016,733765666155548672,54837400,145,274,1095,has_video, boom shakalaka follow finals followfriday 
twitter,Wed May 18 18:40:03 +0000 2016,733004238918320128,54813761,145,439,1426,has_video, break free face adding profile picture twittertips 
twitter,Wed May 18 15:35:09 +0000 2016,732957706709950466,54813761,145,169,823,has_no_media, shown work wearing thing coworker want twinning photos 
twitter,Tue May 17 19:49:29 +0000 2016,732659321536815104,54798141,145,107,587,has_no_media, moved osaka exploring city broadcast traveltuesday 
twitter,Sun May 15 23:30:08 +0000 2016,731990075009982464,54775883,145,261,1149,has_no_media, hey favorite person follow twitter homerlive 
twitter,Sun May 15 00:02:01 +0000 2016,731635713083478016,54775883,145,880,1900,has_no_media, congrats ukraine eurovision win 
twitter,Sat May 14 20:24:43 +0000 2016,731581025826934788,54763797,145,832,1922,has_animated_gif, celebrating cosmos happy astronomyday 
twitter,Fri May 13 19:11:22 +0000 2016,731200177655054336,54750696,145,765,1620,has_no_media, fridaythe13th scaring today 
twitter,Thu May 12 21:30:13 +0000 2016,730872736273174528,54748673,145,320,1009,has_no_media, fall trustfallchallenge trust catch 
twitter,Thu May 12 18:55:08 +0000 2016,730833708157042688,54748673,145,404,1317,has_video, remix repeat week songcollab channel featuring 
twitter,Thu May 12 00:55:35 +0000 2016,730562029895843840,54748673,145,359,1513,has_no_media, monkeying lot riding results twitter poll 
twitter,Wed May 11 19:20:11 +0000 2016,730477623973797888,54707746,145,396,1072,has_video, words add tweet emojis twittertips 
twitter,Tue May 10 22:00:07 +0000 2016,730155483361775616,54673490,145,589,1324,has_no_media, thanks traveltuesday bucket list got little longer 
twitter,Tue May 10 17:50:08 +0000 2016,730092573847523328,54673490,145,445,1217,has_video, backtoback unanimous congratulations mvp 
twitter,Mon May 09 19:55:03 +0000 2016,729761619761188864,54678743,145,635,1425,has_no_media, mercury join planet rare journey spf required mercurytransit 
twitter,Sun May 08 14:55:59 +0000 2016,729323970042847233,54645935,145,1868,3809,has_animated_gif, love moms based tweets let hear happymothersday 
twitter,Sat May 07 20:30:18 +0000 2016,729045716409057280,54620350,145,185,757,has_no_media, heart gallops tweet powered kentuckyderby brooch watchmeneighneigh 
twitter,Sat May 07 19:00:17 +0000 2016,729023062977323008,54620350,145,311,927,has_no_media, new twitter check guide helpful twittertips 
twitter,Fri May 06 20:30:35 +0000 2016,728683397971742720,54609032,145,132,543,has_no_media, easy lazy coffee river breakfast salsa surfing lunch sensible dinner 
twitter,Fri May 06 15:25:56 +0000 2016,728606731744387072,54609032,145,227,649,has_animated_gif, tried connect tab tap follow best accounts 
twitter,Thu May 05 19:20:39 +0000 2016,728303411230167040,54598787,145,459,1379,has_animated_gif, tomorrow communities fridayforgood follow 
twitter,Wed May 04 19:07:31 +0000 2016,727937721327456256,54587501,145,897,2065,has_video, got bad feeling maythe4thbewithyou 
twitter,Wed May 04 16:15:03 +0000 2016,727894316207591424,54587501,145,256,987,has_video, mixed tune best twitter highlights android twittertips 
twitter,Tue May 03 21:55:31 +0000 2016,727617611094102016,54575752,145,1103,2182,has_no_media, teachers heroes thank today day teacherappreciationday 
twitter,Tue May 03 19:06:07 +0000 2016,727574978535686144,54575752,145,151,672,has_no_media, catch tech inspired stopping looks night metgala 
twitter,Tue May 03 14:39:32 +0000 2016,727507892283142145,54575752,145,436,870,has_animated_gif, best people follow new connect tab place like home 
twitter,Mon May 02 23:10:12 +0000 2016,727274018877763584,54562415,145,1039,2492,has_animated_gif, 100 days 2016 olympics join olympicflame roadtorio new twitter emojis 
twitter,Mon May 02 19:00:06 +0000 2016,727211076652163072,54562415,145,200,743,has_no_media, thanks sharing becauseoftwitter stories 
twitter,Mon May 02 16:45:18 +0000 2016,727177152374947841,54562415,145,811,1914,has_no_media, keeping 100 mondaymotivation 
twitter,Fri Apr 29 21:45:09 +0000 2016,726165448698404866,54527499,145,256,1175,has_no_media, pucker 
twitter,Fri Apr 29 16:50:03 +0000 2016,726091184024604672,54527499,145,564,1643,has_video, dance like watching internationaldanceday moves 
twitter,Thu Apr 28 22:30:25 +0000 2016,725814455997620226,54513321,145,902,2477,has_video, laps runningmanchallenge 
twitter,Thu Apr 28 20:55:25 +0000 2016,725790548192157696,54513321,145,668,1476,has_no_media, pick super power nationalsuperheroday 
twitter,Thu Apr 28 17:45:11 +0000 2016,725742672623767552,54513321,145,666,1481,has_photo, loving views 
twitter,Thu Apr 28 00:50:37 +0000 2016,725487350181056512,54513321,145,413,1522,has_video, create collab chill week songcollab featuring 
twitter,Wed Apr 27 20:30:06 +0000 2016,725421789287841793,54499886,145,197,680,has_video, best stories twitter fingertips moments twittertips 
twitter,Wed Apr 27 18:50:14 +0000 2016,725396654824660992,54499886,145,225,729,has_no_media, science says dog hates hugs say 
twitter,Tue Apr 26 17:00:06 +0000 2016,725006549861572609,54481003,145,247,864,has_no_media, watch clouds space day 
twitter,Mon Apr 25 23:30:08 +0000 2016,724742316963991552,54467070,145,184,524,has_no_media, join welcoming iconic indonesian landmarks twitter 
twitter,Mon Apr 25 19:30:24 +0000 2016,724681987756167169,54467070,145,260,885,has_no_media, like hang 
twitter,Mon Apr 25 16:50:01 +0000 2016,724641624114925568,54467070,145,1031,1707,has_no_media, twitter committed keeping community safe today improved ability report abuse 
twitter,Sat Apr 23 17:05:06 +0000 2016,723920644593717248,54434094,145,609,1610,has_no_media, play mark 400th anniversary bard avon death soliloquy tweets shakespeare400 
twitter,Fri Apr 22 19:30:13 +0000 2016,723594779901095937,54412827,145,234,641,has_no_media, 17k tweets 600 days classic story gracias sharing quixote twitter cervantes400 
twitter,Fri Apr 22 17:15:10 +0000 2016,723560792109408256,54412827,145,782,1668,has_animated_gif, celebrate beautiful earthday 
twitter,Thu Apr 21 20:25:33 +0000 2016,723246313790275585,54395327,145,416,1038,has_video, lit today greece follow global journey roadtorio 
twitter,Thu Apr 21 17:50:06 +0000 2016,723207196717109249,54395327,145,2540,4197,has_no_media, remembering stars friends fans world tweet tributes legendary artist 
twitter,Wed Apr 20 22:20:22 +0000 2016,722912824058445824,54364410,145,182,547,has_no_media, favorite new addition dictionary 
twitter,Wed Apr 20 20:50:44 +0000 2016,722890265095118849,54364410,145,152,599,has_no_media, fans sure obsessed thanks video 
twitter,Wed Apr 20 18:15:19 +0000 2016,722851154128805889,54364410,145,226,839,has_video, share row view life real video twitter twittertips today best 
twitter,Tue Apr 19 21:35:42 +0000 2016,722539195185569792,54345347,145,523,1567,has_video, traveltuesday soak sun sights bali 
twitter,Tue Apr 19 17:40:07 +0000 2016,722479909021417472,54345347,145,266,976,has_photo, celebrate national park week findyourpark tweets participating parks 
twitter,Fri Apr 15 20:50:03 +0000 2016,721078152118669312,54273021,145,342,1201,has_no_media,  or  
twitter,Fri Apr 15 17:14:14 +0000 2016,721023843637141504,54273021,145,761,1878,has_animated_gif, new message button ios android makes easier send tweets privately works 
twitter,Thu Apr 14 18:30:56 +0000 2016,720680754527600640,54240945,145,226,670,has_no_media, inkytheoctopus leave tank aquarium 
twitter,Wed Apr 13 21:05:14 +0000 2016,720357198493147136,54223686,145,250,790,has_no_media, helpful hilarious explore automated world twitter bots 
twitter,Wed Apr 13 16:30:13 +0000 2016,720287987435593730,54223686,145,209,723,has_video, group direct messages need know know party twittertips 
twitter,Tue Apr 12 19:10:07 +0000 2016,719965840435650560,54187305,145,221,804,has_no_media, traveltuesday views visits coast kaikoura new zealand 
twitter,Tue Apr 12 13:25:46 +0000 2016,719879182163968001,54187305,145,216,801,has_no_media, hear turn volume favorite new music powered 
twitter,Mon Apr 11 17:55:19 +0000 2016,719584630496583680,54170998,145,1730,4202,has_video, best friends come sizes nationalpetday 
twitter,Sat Apr 09 17:15:46 +0000 2016,718849898842427392,54136499,145,337,1131,has_no_media, spring saturday cherry blossom videos japan 
google,Tue Jul 05 05:31:07 +0000 2016,750200315551555584,15149516,447,864,1712,has_animated_gif, googledoodle salutes reaches jupiter bravo juno 
google,Mon Jul 04 20:01:11 +0000 2016,750056886704050176,15142492,447,418,1203,has_photo, happy fourth july googledoodle 
google,Fri Jul 01 21:26:14 +0000 2016,748991126279946240,15121767,447,313,810,has_animated_gif, july 
google,Fri Jul 01 18:26:07 +0000 2016,748945796977090562,15121767,447,348,1030,has_photo, today googledoodle wishes happy canadaday 
google,Fri Jul 01 16:47:38 +0000 2016,748921014231371776,15121767,447,294,577,has_animated_gif, ask google nearby earthquake timely information help stay safe 
google,Thu Jun 30 20:07:01 +0000 2016,748608801897611266,15113102,447,498,1127,has_photo, hats favorite inventors willy wonka chocolate factory turns 45 today 
google,Thu Jun 30 15:30:41 +0000 2016,748539262316969984,15113102,447,348,814,has_photo, want miss androidnreveal 
google,Wed Jun 29 23:44:02 +0000 2016,748301027665940480,15105165,447,836,1838,has_photo, lay fiber make better faster makes web stronger 
google,Wed Jun 29 21:43:22 +0000 2016,748270659717914624,15105165,447,95,203,has_no_media, hangouts android ios free calling turkey 
google,Wed Jun 29 21:42:01 +0000 2016,748270322269454336,15105165,447,317,586,has_photo, thoughts turkey today offering free calls turkey emergency info help people stay connected 
google,Tue Jun 28 17:30:01 +0000 2016,747844517127159808,15096531,447,224,399,has_animated_gif, prideforeveryone celebrates lgbtq community world join parade 360 
google,Tue Jun 28 16:08:01 +0000 2016,747823879406616576,15096531,447,178,755,has_photo, week mysuperg jigsaw puzzle party tag continue share favorites 
google,Mon Jun 27 19:48:06 +0000 2016,747516878852067329,15090033,447,388,523,has_animated_gif, expeditions app available adventurous teachers bon voyage 
google,Mon Jun 27 15:11:38 +0000 2016,747447302093152256,15090033,447,403,799,has_animated_gif, project bloks learning code goes screen kids hands 
google,Sun Jun 26 17:16:40 +0000 2016,747116379577344001,15083608,447,296,618,has_video, love love experience pride 360 degrees prideforeveryone 
google,Sat Jun 25 19:00:02 +0000 2016,746780005435310080,15076628,447,344,816,has_photo, prideforeveryone stand proud support lgbtq community 
google,Sat Jun 25 17:23:26 +0000 2016,746755695391891456,15076628,447,299,719,has_video, prideforeveryone cardboard gives people worldwide way experience pride 
google,Fri Jun 24 21:33:05 +0000 2016,746456132647018496,15070405,447,298,702,has_photo, asked googlers share prideforeveryone means said 
google,Fri Jun 24 18:09:27 +0000 2016,746404887391416320,15070405,447,123,181,has_no_media, secretary state got best seat ges2016 yesterday 
google,Fri Jun 24 16:15:02 +0000 2016,746376093515550722,15070405,447,183,461,has_photo, 15 mins speak ges2016 watch live 30am pt 
google,Fri Jun 24 07:00:00 +0000 2016,746236416900767744,15070405,447,162,283,has_no_media, world experience prideforeveryone cardboard youtube 360 
google,Fri Jun 24 04:04:02 +0000 2016,746192132294094848,15070405,447,318,690,has_animated_gif, prideforeveryone vr experience brings pride march 
google,Thu Jun 23 23:35:02 +0000 2016,746124434847727616,15063733,447,207,508,has_photo, pride know boundaries created prideforeveryone 
google,Thu Jun 23 21:24:08 +0000 2016,746091491827781632,15063733,447,731,1000,has_photo, happy birthday alan turing 
google,Thu Jun 23 18:40:38 +0000 2016,746050349430079488,15063733,447,313,458,has_photo, entrepreneurs building future ges2016 week 
google,Thu Jun 23 17:21:30 +0000 2016,746030433817735168,15063733,447,151,459,has_photo, today googledoodle honors dercy gon alves comedienne 109th birthday 
google,Tue Jun 21 17:12:01 +0000 2016,745303271691149312,15047611,447,347,1135,has_photo, need namaste internationalyogaday search favorite yoga pose androidadventures 
google,Tue Jun 21 00:09:40 +0000 2016,745045986184159233,15047611,447,541,1038,has_animated_gif, googledoodle got sweeter tonight summer solstice strawberrymoon 
google,Mon Jun 20 22:21:30 +0000 2016,745018769102147584,15041481,447,100,591,has_photo, cereal sly week mysuperg lincoln2351on instagram 
google,Mon Jun 20 19:26:25 +0000 2016,744974704679747584,15041481,447,485,760,has_photo, longest day 2016 good think going solarforsolstice 
google,Mon Jun 20 16:41:42 +0000 2016,744933254382268416,15041481,447,190,450,has_photo, feeling yucky search symptoms related conditions 
google,Mon Jun 20 14:00:05 +0000 2016,744892579922182144,15041481,447,273,587,has_animated_gif, search results sign search set alert 
google,Mon Jun 20 07:05:21 +0000 2016,744788209071095811,15041481,447,303,481,has_photo, worldrefugeeday learn internet access helping refugees rebuild lives 
google,Fri Jun 17 21:13:39 +0000 2016,743914529160048640,15020345,447,412,662,has_animated_gif, lady social media manager suggests read article google ladyday 
google,Fri Jun 17 18:17:40 +0000 2016,743870239537008640,15020345,447,421,825,has_video, gif gboard available canada australia uk ireland 
google,Fri Jun 17 16:59:00 +0000 2016,743850444401840129,15020345,447,114,244,has_video, loveletters help raise awareness mass incarceration father day 
google,Wed Jun 15 18:59:59 +0000 2016,743156115127545856,15005927,447,196,315,has_video, asked kids quiz experts art masterpieces namethatart 
google,Wed Jun 15 16:49:16 +0000 2016,743123218374987776,15005927,447,3034,4700,has_no_media, dear grandma thanks necessary sincerely google 
google,Tue Jun 14 20:07:58 +0000 2016,742810834175426560,14998175,447,531,945,has_animated_gif, happy birthday karl landsteiner discoverer blood types ab googledoodle 
google,Tue Jun 14 16:24:02 +0000 2016,742754478718394368,14998175,447,134,857,has_photo, week mysuperg norayammine instagram stitches 
google,Mon Jun 13 15:44:02 +0000 2016,742382024426684417,14990679,447,228,515,has_animated_gif, searched lately sign try shortcut manage account data 
google,Sun Jun 12 18:52:29 +0000 2016,742067061598396417,14983569,447,10281,16921,has_photo, hearts orlando victims families lgbt community loveislove 
google,Sat Jun 11 15:00:04 +0000 2016,741646187904798720,14976637,447,425,708,has_photo, jacques cousteau birthday inspired explore world 
google,Thu Jun 09 19:54:23 +0000 2016,740995475378212864,14963983,447,439,818,has_video, ready set tango tango enabled device make phone smarter 
google,Thu Jun 09 16:59:40 +0000 2016,740951506569035776,14963983,447,162,539,has_photo, phoebe saw bird 1965 begin birding seriously melanoma diagnosis googledoodle 
google,Thu Jun 09 16:37:08 +0000 2016,740945839565221889,14963983,447,265,606,has_animated_gif, today googledoodle celebrates phoebe snetsinger birder saw 300 species 
google,Mon Jun 06 18:32:40 +0000 2016,739887749621264384,14940646,447,308,832,has_video, week high scoring mysuperg celebrates world tetris day 
google,Fri Jun 03 15:21:01 +0000 2016,738752353717882880,14918012,447,476,1127,has_photo, nationaldonutday donut mind 
google,Thu Jun 02 14:25:14 +0000 2016,738375929060306944,14910942,447,231,488,has_video, went scenes today googledoodle latest episode 
google,Mon May 30 15:07:27 +0000 2016,737299389643956224,14887573,447,251,1065,has_photo, week mysuperg comes shared diy interpretation 
google,Thu May 26 19:48:34 +0000 2016,735920583557447680,14856832,447,112,217,has_no_media, art cars light shows explore io16 hours 360 
google,Thu May 26 16:29:07 +0000 2016,735870389579087872,14856832,447,339,784,has_animated_gif, today googledoodle dancing shoes frankie manning 102nd birthday 
google,Wed May 25 19:57:00 +0000 2016,735560319897088000,14849633,447,337,721,has_photo, athlete explore rio janeiro stadiums streetview 
google,Wed May 25 18:14:06 +0000 2016,735534421873446912,14849633,447,106,338,has_no_media, helped young man relive family memories years vision watch thestoryofamit 
google,Wed May 25 00:11:07 +0000 2016,735261878956503040,14849633,447,328,620,has_photo, io16 10 things missed 
google,Tue May 24 20:42:26 +0000 2016,735209361870577665,14842015,447,128,523,has_photo, going io16 withdrawal relive favorite snapshots 
google,Tue May 24 19:02:05 +0000 2016,735184108775673856,14842015,447,184,497,has_animated_gif, conversation mode googletranslate gets points field 
google,Tue May 24 18:14:05 +0000 2016,735172029364723714,14842015,447,245,651,has_photo, today googledoodle honors olga skorokhodova blind deaf communications pioneer 
google,Mon May 23 22:15:00 +0000 2016,734870271312732160,14834631,447,137,283,has_video, visit favorite io16 experiences 360 best viewed phone app 
google,Mon May 23 18:19:03 +0000 2016,734810891091337216,14834631,447,609,2415,has_photo, help reimagine logo tag mysuperg share favorites week instagram 
google,Thu May 19 23:23:40 +0000 2016,733437999082569728,14803708,447,156,466,has_video, busy snapping io16 add livefromgoogle snapchat 
google,Thu May 19 19:33:41 +0000 2016,733380123639054336,14803708,447,207,497,has_photo, io16 continues today catch biggest announcements 
google,Thu May 19 18:32:55 +0000 2016,733364832423018496,14803708,447,103,359,has_video, follow io16 adventures snapchat livefromgoogle 
google,Wed May 18 19:16:01 +0000 2016,733013287294668801,14792118,447,199,498,has_photo, backstage pass io16 
google,Wed May 18 19:11:33 +0000 2016,733012164643069956,14792118,447,640,915,has_photo, climate change healthcare education machine learning ai potential change io16 
google,Wed May 18 18:56:29 +0000 2016,733008374233726976,14792118,447,349,541,has_no_media, using deep neural networks small team built computer vision detect diabetic retinopathy medical imaging io16 
google,Wed May 18 18:51:00 +0000 2016,733006994588733440,14792118,447,159,360,has_no_media, think opportunity accelerate computing working machine learning ai capabilities io16 
google,Wed May 18 18:49:01 +0000 2016,733006495995006978,14792118,447,1407,1551,has_animated_gif, android instant apps able run app tap installation needed io16 
google,Wed May 18 18:26:59 +0000 2016,733000948306444288,14792118,447,511,772,has_video, pretty awesome things daydream controller io16 
google,Wed May 18 18:19:45 +0000 2016,732999129803132928,14792118,447,542,820,has_photo, created reference design daydream ready viewers controllers comfortable intuitive io16 
google,Wed May 18 18:13:30 +0000 2016,732997554737152000,14792118,447,955,1234,has_photo, daydream ingredients incredible immersive vr experiences android phones io16 
google,Wed May 18 18:12:03 +0000 2016,732997193389486082,14792118,447,213,384,has_no_media, vr mobile approachable io16 
google,Wed May 18 18:09:13 +0000 2016,732996479569285120,14792118,447,537,753,has_animated_gif, android brings realistic emojis skin tone variations 72 new emojis including bacon owl io16 
google,Wed May 18 18:08:54 +0000 2016,732996399969755136,14792118,447,539,625,has_photo, biggest changes android performance security productivity io16 
google,Wed May 18 17:59:00 +0000 2016,732993908351881217,14792118,447,140,344,has_no_media, developers working android preview help ready release later year io16 
google,Wed May 18 17:56:00 +0000 2016,732993153100316672,14792118,447,297,515,has_no_media, android popular os world 600 different android smartphones launched past year io16 
google,Wed May 18 17:53:54 +0000 2016,732992623804317696,14792118,447,363,409,has_video, duo knock knock feature shows live video preview caller pick io16 
google,Wed May 18 17:49:33 +0000 2016,732991529715912705,14792118,447,981,1205,has_photo, duo video companion allo simple video calling app io16 
google,Wed May 18 17:47:35 +0000 2016,732991032938352642,14792118,447,1113,1218,has_animated_gif, allo lets communicate phonebook android ios io16 
google,Wed May 18 17:38:00 +0000 2016,732988622878715904,14792118,447,157,297,has_no_media, allo takes page playbook brings smart reply chat conversations io16 
google,Wed May 18 17:33:39 +0000 2016,732987528471515136,14792118,447,443,545,has_no_media, power mobile advancements machine learning allo smart messaging app io16 
google,Wed May 18 17:24:17 +0000 2016,732985171864084481,14792118,447,270,419,has_no_media, google home like having voice activated remote control real world need io16 
google,Wed May 18 17:20:42 +0000 2016,732984268410998785,14792118,447,1226,1384,has_photo, google home voice activated product brings google assistant room house io16 
google,Wed May 18 17:17:33 +0000 2016,732983475700150272,14792118,447,204,323,has_no_media, computing evolving mobile phones assistant context user daily life io16 
google,Wed May 18 17:15:45 +0000 2016,732983023260577792,14792118,447,148,279,has_video, people talk google different reasons looking google help things io16 
google,Wed May 18 17:14:31 +0000 2016,732982713972621312,14792118,447,719,927,has_animated_gif, google assistant conversation google helps things world io16 
google,Wed May 18 17:12:39 +0000 2016,732982244743217152,14792118,447,167,333,has_no_media, want google users asking hi help io16 
google,Wed May 18 17:11:34 +0000 2016,732981969592680448,14792118,447,170,353,has_no_media, building google progress machine learning ai step assistive users io16 
google,Wed May 18 17:09:34 +0000 2016,732981465466720256,14792118,447,211,394,has_no_media, people links need help things real world io16 
google,Wed May 18 17:08:42 +0000 2016,732981249703313408,14792118,447,401,385,has_no_media, 3b people connected internet today primarily mobile 50 queries mobile io16 
google,Wed May 18 16:45:08 +0000 2016,732975318642917377,14792118,447,624,1083,has_animated_gif, io16 starts today 10am pt tune watch keynote live 
google,Tue May 17 20:55:49 +0000 2016,732676017517518848,14783881,447,367,826,has_video, android vp warming stage tomorrow io16 keynote 
google,Tue May 17 18:26:56 +0000 2016,732638549015711744,14783881,447,275,622,has_animated_gif, art camera helps close personal zoomable paintings 
google,Mon May 16 23:32:35 +0000 2016,732353082437160960,14776673,447,156,389,has_no_media, new googletranslate helps translate need need meet features 
google,Fri May 13 17:07:44 +0000 2016,731169066510131200,14755165,447,280,575,has_photo, today googledoodle indonesia honors daeng soetigna father modern angklung music 
google,Thu May 12 22:28:34 +0000 2016,730887419462045696,14746284,447,260,543,has_photo, day biketoworkday biking directions 
