user,created_time,tweet_id,followers,following,retweet,favourite,has_media, message 
SydScienceFest,Wed Aug 19 09:58:44 +0000 2015,633941156909330432,671,645,0,0,has_no_media, geeky pre req geeky 
SydScienceFest,Mon Aug 17 09:36:23 +0000 2015,633210757732143104,671,645,1,0,has_no_media, dk people annoyed think having tonight askdrkarl sydsciencefest 
SydScienceFest,Sat Aug 22 04:46:11 +0000 2015,634949666115731460,671,645,0,0,has_no_media, sydsciencefest 
SydScienceFest,Sun Aug 16 05:40:39 +0000 2015,632789043525255168,671,645,0,0,has_no_media, preemptive use term finishes 
SydScienceFest,Sun Aug 16 04:35:51 +0000 2015,632772737547702273,671,645,0,1,has_no_media, hi isabel basically kind diybio reason check egs 
SydScienceFest,Thu Aug 13 02:46:46 +0000 2015,631658119651680256,671,645,0,0,has_no_media,  do it  
SydScienceFest,Sat Aug 15 05:50:27 +0000 2015,632429121142845440,671,645,3,2,has_video, robot destruction brings great glee sydsciencefest robots 
SydScienceFest,Sun Aug 16 05:46:14 +0000 2015,632790447698546688,671,645,0,0,has_no_media, absolutely 
SydScienceFest,Thu Aug 13 07:46:41 +0000 2015,631733598094098432,671,645,0,0,has_no_media, director introducing opening night sydsciencefest tonight 
SydScienceFest,Sat Feb 06 07:16:11 +0000 2016,695868573743476736,671,645,7,7,has_photo, inspirational 
SydScienceFest,Thu Aug 13 08:30:52 +0000 2015,631744717995159552,671,645,0,0,has_photo, ruben meerman start experiments ssf15 
SydScienceFest,Thu Feb 25 07:16:00 +0000 2016,702753899921416192,671,645,0,2,has_photo, video tardigrades wake frozen 30 years blearily ask strong latte 
SydScienceFest,Fri Aug 14 01:09:59 +0000 2015,631996152536174592,671,645,0,0,has_no_media, great school groups kids enthusiastic space astronomy today ssf15 
SydScienceFest,Sat Aug 22 04:46:04 +0000 2015,634949635409248257,671,645,0,0,has_no_media, great debate today darren curnoe sydsciencefest 
SydScienceFest,Sat Feb 13 07:16:06 +0000 2016,698405269152362496,671,645,4,2,has_photo, groan 
SydScienceFest,Mon Aug 17 08:22:09 +0000 2015,633192074355957760,671,645,0,0,has_no_media, dk answer conundrum end clever example colour illusion ssf15 
SydScienceFest,Sun Aug 16 10:12:23 +0000 2015,632857429013696513,671,645,0,0,has_no_media, thanks shoutout 
SydScienceFest,Thu Aug 13 08:20:48 +0000 2015,631742184132206592,671,645,0,0,has_photo, periodic bingo lets honest hear half elements unless bingo theme game 
SydScienceFest,Thu Nov 26 10:07:03 +0000 2015,669819649677225984,671,645,0,0,has_photo, li fi internet 100 times faster wi fi arrives real world 
SydScienceFest,Thu Aug 13 09:05:02 +0000 2015,631753315567599616,671,645,0,1,has_photo, dr maggie adern pocock stage daughter interviewed ruben 
SydScienceFest,Thu Mar 17 07:22:42 +0000 2016,710365727522312192,671,645,0,0,has_no_media, hi max thanks reaching email sydneysciencefestival maas dot museum thanks 
SydScienceFest,Mon Jan 18 09:03:08 +0000 2016,689010120148258817,671,645,0,1,has_photo, leds motor make coolest light ball today 
SydScienceFest,Wed Aug 19 09:56:02 +0000 2015,633940478015090688,671,645,0,1,has_no_media, alright guests tonight david singh dr samantha solon biet sydsciencefest kindathinky 
SydScienceFest,Thu Aug 20 09:11:18 +0000 2015,634291606007492608,671,645,0,0,has_no_media, incredible shoes spacecraft middle space using math sydsciencefest 
SydScienceFest,Wed Aug 19 09:52:13 +0000 2015,633939518576422913,671,645,0,0,has_no_media, nice 
SydScienceFest,Fri Aug 14 01:15:38 +0000 2015,631997576724656128,671,645,1,1,has_photo, mp shows students photo asks spot scientist people white men ssf15 
SydScienceFest,Thu Nov 19 03:48:14 +0000 2015,667187601221152769,671,645,5,4,has_video, asked knows ska bands misunderstood area expertise 
SydScienceFest,Mon Apr 25 07:20:11 +0000 2016,724498223038140416,671,645,2,4,has_photo, free right free programming workshops littlies 
SydScienceFest,Fri Aug 14 08:39:15 +0000 2015,632109214542860288,671,645,0,0,has_no_media, ks gives quick little intro einstein wanted teacher ssf15 
