LER,videos,3,16
LER,august,2,3
HER,coup,9,0
LER,community,8,13
LER,tuesday,5,10
HER,generations,2,1
BOTH,circles,2,2
LER,costume,5,13
LER,process,2,8
HER,ahead,20,11
HER,celebrates,5,2
LER,lvpass,0,9
HER,capabilities,12,5
LER,statue,1,7
HER,department,3,1
LER,contact,0,3
HER,160,2,1
LER,neutral,1,2
HER,turbine,8,0
LER,graphics,1,3
HER,terrible,2,1
LER,artistic,1,9
LER,natural,2,9
LER,instantly,0,9
LER,testing,1,5
HER,delicious,23,8
LER,text,2,11
LER,blender,0,3
LER,samsungces,0,6
HER,cut,8,7
LER,age,5,6
LER,stressful,1,2
LER,blake,0,3
LER,continuous,0,3
HER,hop,7,3
LER,snowboarder,0,3
LER,artwork,1,5
HER,serum,5,0
HER,fanfest,4,0
HER,apologize,3,1
HER,warhol,6,1
HER,pi,9,0
BOTH,beginning,6,6
LER,complete,7,27
LER,continues,1,7
HER,ladies,6,3
LER,killer,0,6
HER,single,8,6
HER,smiles,7,2
LER,yayoi,0,8
HER,technical,3,1
HER,panic,4,1
HER,hype,2,1
BOTH,flow,4,4
LER,messages,1,14
HER,shield,5,0
LER,premieres,0,3
HER,boo,6,1
HER,elgort,12,0
HER,mcavoy,11,0
LER,s16,4,9
LER,media,9,14
LER,hmstudioaw14,0,10
LER,singapore,0,9
HER,introduce,7,4
LER,wine,1,9
HER,randomly,2,1
LER,newtwitter,0,8
LER,slip,1,3
LER,animals,2,4
HER,difference,8,6
HER,martin,7,5
HER,leibovitz,14,0
LER,cutestanimal,0,10
HER,emojiscience,3,0
LER,character,3,4
LER,bands,2,5
HER,delight,3,0
LER,nestl,2,14
HER,arganaraz,3,0
LER,shoutout,1,2
LER,rental,1,2
LER,tailoring,2,5
LER,jean,3,11
HER,faith,8,0
BOTH,prince,2,2
HER,reducing,2,1
LER,forthefirsttime,0,10
HER,startconnections,3,0
LER,metgala,3,6
HER,quite,5,2
HER,circle,3,2
HER,sedan,6,0
HER,wonderfilled,4,0
LER,intrigue,0,4
HER,mountain,3,2
HER,bold,5,3
LER,finalists,1,8
LER,wall,3,12
LER,gucciss14,0,5
