HER,has_photo,4346,1711
HER,has_video,672,484
HER,low_wps,1809,790
HER,has_hashtag,3680,3491
HER,has_url,5501,5115
LER,affiliation_yes,1733,2443
HER,is_authentic_no,2145,1770
LER,posemo_yes,2367,2461
LER,has_exclam,1095,1314
HER,has_animated_gif,269,40
HER,power_yes,1517,1509
HER,few_sixltr,1605,1336
LER,is_authentic_yes,1576,1761
LER,is_analytic_yes,1870,2261
LER,many_sixltr,1476,1741
LER,high_wps,1289,1675
LER,achieve_yes,1267,1303
LER,cause_yes,1044,1116
LER,is_clout_yes,1460,1732
LER,see_yes,1256,1613
LER,reward_yes,1042,1339
LER,insight_yes,1012,1193
LER,has_qmark,629,948
HER,is_analytic_no,1682,1224
HER,certain_yes,898,704
LER,is_tone_yes,1549,1550
HER,tentat_yes,894,884
HER,differ_yes,768,628
HER,discrep_yes,587,521
LER,hear_yes,281,419
HER,is_clout_no,536,315
BOTH,feel_yes,277,277
LER,nonflu_yes,107,247
HER,assent_yes,263,140
LER,negemo_yes,384,467
LER,risk_yes,180,216
LER,is_tone_no,246,310
LER,sad_yes,72,144
HER,anger_yes,123,111
HER,anx_yes,95,68
LER,swear_yes,16,18
BOTH,filler_yes,15,15
