Wed Aug 12 12:34:49 +0000 2015,0,0,Gearing up for #sydsciencefest ! So excited.
Wed Aug 12 12:35:35 +0000 2015,0,0,Using twitter properly now  @maasmuseum meets @SydScienceFest meets @SciAtTheLocal #TomorrowNight #ZOMG #ZeppelinRules
Wed Aug 12 12:45:08 +0000 2015,0,0,RT @itsasj: We can't wait! The @MATLAB team are looking forward to our 1st #MakerFaire in Sydney ! https://t.co/j329W4hgzf
Wed Aug 12 12:53:35 +0000 2015,0,0,@StephMarouani @WVolwerk @jonkoay @DanielTHLim @MATLAB exciting weekend ahead! #MMFSYD  https://t.co/3WMbTB5vRq
Wed Aug 12 19:35:54 +0000 2015,0,0,RT @cityofsydney: Your chance to chat with a scientist (or a sci-fi author). Free speed-meet for @SydScienceFest http://t.co/2UhZHz9CiK htt…
Wed Aug 12 22:34:24 +0000 2015,0,0,RT @jackie_randles: Thanks to 400+ @realscientists taking part in @Aus_ScienceWeek across Sydney in @SydScienceFest &amp; @AMscifest &amp; the hund…
Wed Aug 12 22:37:35 +0000 2015,0,0,Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http://t.co/1xNgPe0lT7
Wed Aug 12 22:45:54 +0000 2015,0,0,RT @InsideRadiology: Look back with @RANZCRcollege this Sat at the archives open day celebrating #80years &amp; #sydsciencefest http://t.co/7Gl…
Wed Aug 12 22:47:45 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
Wed Aug 12 22:48:42 +0000 2015,0,0,RT @InsideRadiology: Look back with @RANZCRcollege this Sat at the archives open day celebrating #80years &amp; #sydsciencefest http://t.co/7Gl…
Wed Aug 12 23:30:06 +0000 2015,0,0,Willing to let your inner maker run wild this w/end? @concreteplay knows where you need to be-http://t.co/WFdt52y1We #MMFSYD #sydsciencefest
Wed Aug 12 23:30:40 +0000 2015,0,0,RT @MakerFaireSYD: Willing to let your inner maker run wild this w/end? @concreteplay knows where you need to be-http://t.co/WFdt52y1We #MM…
Wed Aug 12 23:44:13 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
Thu Aug 13 00:05:35 +0000 2015,0,0,RT @TargetingCancer: Come learn about #radiationtherapy and the specialist doctors who use it to save lives: Sat 15 Aug @RANZCRcollege http…
Thu Aug 13 00:15:21 +0000 2015,0,0,In Sydney this weekend? Come to the Sydney Mini Maker Faire - there's heaps of projects and activities to see and do https://t.co/fpNAiREdl3
Thu Aug 13 00:15:36 +0000 2015,0,0,RT @katecbyrne: In Sydney this weekend? Come to the Sydney Mini Maker Faire - there's heaps of projects and activities to see and do https:…
Thu Aug 13 00:18:06 +0000 2015,0,0,RT @katecbyrne: In Sydney this weekend? Come to the Sydney Mini Maker Faire - there's heaps of projects and activities to see and do https:…
Thu Aug 13 00:18:42 +0000 2015,0,0,RT @MakerFaireSYD: Meet the Maker: 3D Printing Systems http://t.co/sDyxozXkkV #mmfsyd #sydsciencefest http://t.co/6LQNF7Q1tf http://t.co/Iv…
Thu Aug 13 00:47:39 +0000 2015,0,0,RT @katecbyrne: In Sydney this weekend? Come to the Sydney Mini Maker Faire - there's heaps of projects and activities to see and do https:…
Thu Aug 13 01:01:14 +0000 2015,0,0,#Science fanatics in for a treat with @SydScienceFest  kicking off today. Share your #sydsciencefest photos/videos -&gt; http://t.co/ATKE7pV4xx
Thu Aug 13 01:15:30 +0000 2015,0,0,Looking forward to hearing @neiltyson next week for #sydsciencefest https://t.co/jeZ13JQ34v
Thu Aug 13 01:26:20 +0000 2015,0,0,Nice to see some smiling faces at @austmus for @Aus_ScienceWeek and #sydsciencefest. We have heaps of events for kids the coming week!
Thu Aug 13 01:26:28 +0000 2015,0,0,RT @SydScienceFest: Nice to see some smiling faces at @austmus for @Aus_ScienceWeek and #sydsciencefest. We have heaps of events for kids t…
Thu Aug 13 04:30:44 +0000 2015,0,0,RT @SydScienceFest: Speed meet some awesome scientists and #scicomm people  including @astropixie  @BecCrew and @sarahinscience  https://t.…
Thu Aug 13 05:07:37 +0000 2015,0,0,Happy #natsciwk everyone! We gt the ethanol out to celebrate…for a recrystallisation! #realtimechem  @SydScienceFest http://t.co/4Axs4T37GR
Thu Aug 13 05:09:43 +0000 2015,0,0,RT @O_S_M: Happy #natsciwk everyone! We gt the ethanol out to celebrate…for a recrystallisation! #realtimechem  @SydScienceFest http://t.co…
Thu Aug 13 05:11:01 +0000 2015,0,0,RT @O_S_M: Happy #natsciwk everyone! We gt the ethanol out to celebrate…for a recrystallisation! #realtimechem  @SydScienceFest http://t.co…
Thu Aug 13 05:14:42 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
Thu Aug 13 10:39:37 +0000 2015,0,0,RT @bronwynterrill: .@GarvanInstitute scientist @DrAndrewBurgess  speed-geeking with his #mitosis game at the launch of @SydScienceFest htt…
Thu Aug 13 10:43:26 +0000 2015,0,0,The @SydScienceFest is off &amp; running! Great to MC launch (Eg. check THIS out http://t.co/JpI7yL6G4Q) &amp; catch you Tues http://t.co/FRJfXSVfW1
Thu Aug 13 10:45:40 +0000 2015,0,0,RT @natashamitchell: The @SydScienceFest is off &amp; running! Great to MC launch (Eg. check THIS out http://t.co/JpI7yL6G4Q) &amp; catch you Tues …
Thu Aug 13 10:47:24 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
Thu Aug 13 10:56:17 +0000 2015,0,0,Finished #sydsciencefest @phmuseum with red velvet ice cream @n2extremegelato @ N2 Extreme Gelato https://t.co/OwmpsSGwDb
Thu Aug 13 11:02:28 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
Thu Aug 13 11:03:02 +0000 2015,0,0,RT @TargetingCancer: Come learn about #radiationtherapy and the specialist doctors who use it to save lives: Sat 15 Aug @RANZCRcollege http…
Thu Aug 13 11:03:33 +0000 2015,0,0,RT @SydScienceFest: People everywhere in the @maasmuseum Powerhouse tonight! #ssf15 http://t.co/JuJRxqSCIo
Thu Aug 13 11:08:23 +0000 2015,0,0,RT @SAlexander_UTS: @SAlexander_UTS: NSW Chief Scientist Mary O'Kane speaking at launch of #sydsciencefest at #maas http://t.co/Ktc4tby5pB
Thu Aug 13 11:08:52 +0000 2015,0,0,RT @vergeofperil: One of the best ways to keep up to date with science is to attend science festivals Chief scientist Mary O'Kane #sydscien…
Thu Aug 13 11:09:02 +0000 2015,0,0,RT @janson_h: And we're off! Launching @sydsciencefest 13-23 Aug #sydsciencefest https://t.co/3eWf5zlqT4
Thu Aug 13 11:10:44 +0000 2015,0,0,RT @MakerFaireSYD: Download the program and map for the 2015 Sydney Mini Maker Faire! #MMFSYD #sydsciencefest http://t.co/5sQuX7MZQ8 http:/…
