Wed Jul 29 11:43:54 +0000 2015,"Nasa engineers in the United States say a probe, launched nine years ago, is on target for its historic flyby of Pluto on Tuesday.",0,0
Wed Jul 29 11:43:34 +0000 2015,"RT @NASA: After its #PlutoFlyby, how long will we be able to talk to our @NASANewHorizons spacecraft? Watch Pluto in a Minute.
https://t.co…",546,0
Wed Jul 29 11:43:32 +0000 2015,"RT @NASAArmstrong: Watch as the @SOFIAtelescope chases Pluto's shadow to collect data for @NASANewHorizons! #NASABeyond #PlutoFlyby
https:/…",256,0
Wed Jul 29 11:43:31 +0000 2015,"Pluto's big moon may host first Star Wars, Star Trek names in space http://t.co/rwGhXnoPDb #tech",0,0
Wed Jul 29 11:43:25 +0000 2015,"@priyankachopra Your Pluto Expressions in #CNWK 😍 just one word ""Aww"" #Kisses #Huges #AskPc",0,0
Wed Jul 29 11:43:16 +0000 2015,"@AlanStern book called:  Pluto: All Planets Grand and Small. or better yet, Pluto: D wtf.  Or: Sharing Charon.",0,1
Wed Jul 29 11:43:06 +0000 2015,RT @DrPhiltill: I'm still geeking out over the glaciers on Pluto. #PlutoFlyby @NewHorizons2015 http://t.co/HvjW8JZi3p,66,0
Wed Jul 29 11:43:04 +0000 2015,RT @kennicosmith: Lookey here. Here Are The World’s First Labeled Maps Of Pluto And Charon http://t.co/oPll4BPJJZ via @alexkasprak,1,0
Wed Jul 29 11:43:04 +0000 2015,"CAPE CANAVERAL, Fla.     AP -- Its official: NASAs New Horizons spacecraft has gotten humanitys first up-close look at Pluto,...",0,0
Wed Jul 29 11:42:56 +0000 2015,Check out this #Pluto travel poster by the amazing Tyler Nordgren. Don't you want to go there now? https://t.co/ijidpy17Pu,0,0
Wed Jul 29 11:42:21 +0000 2015,"RT @SpaceSciTM: Pluto ain't the only one with a heart! The Heart Nebula, IC 1805, Sh2-190 lies some 7500 light years away from Earth! http:…",91,0
Wed Jul 29 11:42:17 +0000 2015,RT @TIME: Names for parts of Pluto’s moon could be drawn from ‘Star Wars’ and ‘Star Trek’ http://t.co/yliVhcV30K http://t.co/aLvm4JH8a6,121,0
Wed Jul 29 11:42:13 +0000 2015,RT @kayykayy____: trigger fingers turn to Twitter fingers,3,0
Wed Jul 29 11:42:10 +0000 2015,Lookey here. Here Are The World’s First Labeled Maps Of Pluto And Charon http://t.co/oPll4BPJJZ via @alexkasprak,1,0
Wed Jul 29 11:42:08 +0000 2015,RT @WIREDScience: It's really not fair that Pluto gets all the cool ices. Not fair at all. http://t.co/Gt6VaE9piC http://t.co/YrIzc5KYJ3,103,0
Wed Jul 29 11:42:04 +0000 2015,RT @DailySexSupply: my greatest weakness 😩😭🙌🏽 http://t.co/2XwzMYJUeo,1497,0
Wed Jul 29 11:42:03 +0000 2015,I can't stand loosing me.,0,0
Wed Jul 29 11:41:47 +0000 2015,Pluto is beautiful.,0,0
Wed Jul 29 11:41:27 +0000 2015,RT @AnimalBibIe: Dog so excited to meet Pluto http://t.co/wPDOLl6JKI,1413,0
Wed Jul 29 11:41:25 +0000 2015,RT @QuarksQuasars: New Horizons took 10 years to reach Pluto (3 billion miles away). It would take 26 million years to reach Kepler-452b ht…,22,0
Wed Jul 29 11:41:25 +0000 2015,"10th grade 📓 and 11th grade 📕gonna be the best years 🙌🏾, thats when everybody hit they glo 😎 they gonna find out if they just ugly or not 😂💀",0,0
Wed Jul 29 11:41:20 +0000 2015,RT @WIREDScience: It's really not fair that Pluto gets all the cool ices. Not fair at all. http://t.co/Gt6VaE9piC http://t.co/YrIzc5KYJ3,103,0
Wed Jul 29 11:41:17 +0000 2015,RT @TIME: Names for parts of Pluto’s moon could be drawn from ‘Star Wars’ and ‘Star Trek’ http://t.co/yliVhcV30K http://t.co/aLvm4JH8a6,121,0
Wed Jul 29 11:40:34 +0000 2015,Pluto: the New Red (Dwarf) Planet http://t.co/IClReeddhp http://t.co/L48w0hnbwy,0,0
Wed Jul 29 11:40:33 +0000 2015,NASA Is Naming Pluto's Moon With Geeky Names From Shows Like Star Wars And Star Trek http://t.co/nmBzoQBmWM,1,0
Wed Jul 29 11:40:30 +0000 2015,RT @WIREDScience: It's really not fair that Pluto gets all the cool ices. Not fair at all. http://t.co/Gt6VaE9piC http://t.co/YrIzc5KYJ3,103,0
Wed Jul 29 11:40:04 +0000 2015,RT @WIREDScience: It's really not fair that Pluto gets all the cool ices. Not fair at all. http://t.co/Gt6VaE9piC http://t.co/YrIzc5KYJ3,103,0
Wed Jul 29 11:40:01 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/1dFqO3jHal #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:40:00 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/7yuHUvheVC #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:39:38 +0000 2015,"New Spectacular Images of Pluto Reveal an Exotic, Dynamic World via @SQLwriter http://t.co/MzdMkpZmxM http://t.co/StzLCTTkNh",0,0
Wed Jul 29 11:39:38 +0000 2015,@fearoffalling48 THE PLUTO FLYBY http://t.co/gxQUkEtU3n,0,0
Wed Jul 29 11:39:24 +0000 2015,"RT @SpaceAstronomer: The Mountains of Tombaugh Regio in Pluto's ""heart"" http://t.co/qZWy5GJoN9 http://t.co/nNLLs9RKBB RT @TitanSaturnMoon",1,0
Wed Jul 29 11:39:21 +0000 2015,4 Myths About Phytolaccaceae Wiki: Suntech's patent-pending Pluto technology for crystalline si... http://t.co/3W8SmHH9Ue #solar #energy,0,0
Wed Jul 29 11:39:14 +0000 2015,RT @uppalawanna3: Luv u pluto :) http://t.co/vWz78L0sqV,2,0
Wed Jul 29 11:39:07 +0000 2015,"🙌🙌🙌 good ""@Angel_phase: Locked my key inside😭😭😭""",0,0
Wed Jul 29 11:39:03 +0000 2015,Finally got round to watching @BBCStargazing Pluto special. Great episode.,0,0
Wed Jul 29 11:38:55 +0000 2015,"Pluto's big moon may host first Star Wars, Star Trek names in space http://t.co/51I7vS7VDx с помощью @mashable",0,0
Wed Jul 29 11:38:55 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/olXeuU64jt #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:54 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/2FPmiozgR1 #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:53 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/uDrREYzMGJ #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:52 +0000 2015,I got Sailor Pluto! What Does Your Favorite Sailor Scout Say About You? http://t.co/nrCfMAycNt,0,0
Wed Jul 29 11:38:52 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/aDp889EBMJ #money #dogecoin #bitcoin #news, #love, #photography,#…",0,0
Wed Jul 29 11:38:47 +0000 2015,http://t.co/BRJoG04sBV In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/MS1sYHUrKP,0,0
Wed Jul 29 11:38:45 +0000 2015,News: In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/lLe300gXFZ,0,0
Wed Jul 29 11:38:44 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/RFXcPu2ipk #money #bullion #gold #news, #love, #photography,#fash…",0,0
Wed Jul 29 11:38:44 +0000 2015,oh yes hahahaha vader crater http://t.co/LySOQBdK5B,0,0
Wed Jul 29 11:38:36 +0000 2015,"@HuffingtonPost Arianna. #MEWANTINTERNSHIP. Work good, listen up and please say yes. Already Top 10 Pluto list for you! #SuperViralSpaceList",0,0
Wed Jul 29 11:38:36 +0000 2015,In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/lG26oXex3B http://t.co/5inoxgTzWM,0,0
Wed Jul 29 11:38:34 +0000 2015,RT @AviationWeek: Scientists are surprised at the complexity revealed so far in images of Pluto’s surface http://t.co/gz8EfgLQr7 http://t.c…,1,0
Wed Jul 29 11:38:34 +0000 2015,In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/1BR7D6pP5p,0,0
Wed Jul 29 11:38:19 +0000 2015,"Photo: respeakeasies: pluto solar eclipse july 15, 2015 http://t.co/rLBN67dDlB",0,0
Wed Jul 29 11:38:18 +0000 2015,In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun: I cannot recall a more… http://t.co/KanlkDACTQ http://t.co/1d0UFTax5H,0,0
Wed Jul 29 11:38:13 +0000 2015,"Photo: respeakeasies: pluto solar eclipse july 15, 2015 http://t.co/SYobKpvDWQ",0,0
Wed Jul 29 11:38:12 +0000 2015,Names For Parts of Pluto’s Moon Could Be Drawn From Star Wars and Star Trek - better be a Jean Luc Picard Pass 😏 https://t.co/EO6UifoUJs,0,0
Wed Jul 29 11:38:08 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/X7M36C3bIQ #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:05 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/CVAkmQBpBV #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:04 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/HTn76WjGjl #gameinsight, #android, #androidgames, #ipad, #ipadgam…",0,0
Wed Jul 29 11:38:03 +0000 2015,"In One Month: A New Earth; Shots from Pluto &amp; A Missing Sun http://t.co/flwwWhiF8q #money #dogecoin #bitcoin #news, #love, #photography,#…",0,0
Wed Jul 29 11:38:00 +0000 2015,RT @WIREDScience: It's really not fair that Pluto gets all the cool ices. Not fair at all. http://t.co/Gt6VaE9piC http://t.co/YrIzc5KYJ3,103,0
Wed Jul 29 11:37:56 +0000 2015,"Pluto's Atmosphere Is Collapsing, NASA New Horizons' Team Finds (VIDEO) - Headlines &amp; Global News http://t.co/cp25X5EmyR",0,0
Wed Jul 29 11:37:48 +0000 2015,@priyankachopra Have u ever met Pluto after #DDD,0,0
Wed Jul 29 11:37:35 +0000 2015,RT @skysafariastro: Flowing Ices Reveal Recent Geological Activity in Pluto’s Heart  http://t.co/nBBOS8gUhN #PlutoFlyby @NewHorizons2015 ht…,61,0
