Wed Aug 12 11:51:37 +0000 2015,1,0,RT @SydScienceFest: Looking forward to one of our first events tmrw night for @Aus_ScienceWeek. Drinks  science and experiments at @maasmus…
Wed Aug 12 11:43:22 +0000 2015,1,0,Looking forward to one of our first events tmrw night for @Aus_ScienceWeek. Drinks  science and experiments at @maasmuseum #sydsciencefest
Wed Aug 12 11:25:57 +0000 2015,5,0,RT @FizzicsEd: Free @Aus_ScienceWeek event on Saturday @CentParklands​; @FizzicsEd  @RBGSydney  @tarongazoo http://t.co/rawaTMaZAO http://t…
Wed Aug 12 10:58:44 +0000 2015,1,0,RT @MakerFaireSYD: Meet the Maker: Deltasine http://t.co/hPQ1DqGauK #mmfsyd #sydsciencefest http://t.co/xZuhhdKYFb http://t.co/youeJqscN9
Wed Aug 12 10:56:00 +0000 2015,2,0,RT @jackie_randles: Thanks to 400+ @realscientists taking part in @Aus_ScienceWeek across Sydney in @SydScienceFest &amp; @AMscifest &amp; the hund…
Wed Aug 12 10:32:55 +0000 2015,2,0,RT @JoachimCohen123: Get your girl geek on @ #sydsciencefest with our Girls only #intelgalileo session https://t.co/O5r00Zud9y #intelmaker …
Wed Aug 12 10:21:08 +0000 2015,2,0,RT @JoachimCohen123: Get your girl geek on @ #sydsciencefest with our Girls only #intelgalileo session https://t.co/O5r00Zud9y #intelmaker …
Wed Aug 12 10:20:46 +0000 2015,2,1,Get your girl geek on @ #sydsciencefest with our Girls only #intelgalileo session https://t.co/O5r00Zud9y #intelmaker http://t.co/Eg0lyDgQUu
Wed Aug 12 10:05:21 +0000 2015,2,2,Thanks to 400+ @realscientists taking part in @Aus_ScienceWeek across Sydney in @SydScienceFest &amp; @AMscifest &amp; the hundreds more across NSW!
Wed Aug 12 09:48:14 +0000 2015,4,0,RT @cityofsydney: Your chance to chat with a scientist (or a sci-fi author). Free speed-meet for @SydScienceFest http://t.co/2UhZHz9CiK htt…
Wed Aug 12 09:00:21 +0000 2015,0,1,Meet the Maker: ModFab 3D Printing http://t.co/n5LK9Y9htS #mmfsyd #sydsciencefest http://t.co/HSW9wgrRga
Wed Aug 12 07:02:06 +0000 2015,2,0,RT @GSAForum: How will Sydney power itself into the future? http://t.co/KKLMuRbWXV @SydScienceFest @Aus_ScienceWeek #renewable #energy
