Thu Jul 30 05:41:12 +0000 2015,New Map of informal (not official yet) names for regions on #Pluto #PlutoFlyby http://t.co/WMxv4CUKLf,0,0
Thu Jul 30 05:40:44 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:39:45 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:38:48 +0000 2015,International Astronomical Union: Declare Pluto a Planet #PlutoFlyby - Sign the Petition! https://t.co/3vfddUNKoW via @Change,0,0
Thu Jul 30 05:38:24 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:37:40 +0000 2015,The 5% info released so far for #Pluto is amazing ...............waiting eagerly for 95% catched by #PlutoFlyby !!!! https://t.co/2M8WDDNv4O,0,0
Thu Jul 30 05:35:13 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:32:48 +0000 2015,NASA New Horizons Mission: Pluto as a Planet WATCH - http://t.co/kOQgZxnEuB #Pluto #PlutoFlyby #LA,0,1
Thu Jul 30 05:32:40 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:32:31 +0000 2015,"RT @DairyQueen: Mission accomplished, @NASA. This calls for a galactic Blizzard pit stop. #LongestRoadTripEver #PlutoFlyBy http://t.co/I2N9…",10,0
Thu Jul 30 05:29:16 +0000 2015,RT @kennicosmith: You are so inspiring @NightSkyPark! Thank you. #PlutoFlyby #Space #Exploration #Beauty https://t.co/r9ENBblZw0 http://t.c…,64,0
Thu Jul 30 05:25:32 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:23:08 +0000 2015,"RT @NASA: Our @NASANewHorizons #PlutoFlyby has shown us that Charon, Pluto’s largest moon, is WAY different than we expected!
https://t.co/…",820,0
Thu Jul 30 05:22:25 +0000 2015,RT @StationCDRKelly: .@NASANewHorizons #PlutoFlyby showed us heart today. #EarthArt shares the love from @space_station. #YearInSpace http:…,3472,0
Thu Jul 30 05:17:17 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:17:07 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:13:56 +0000 2015,RT @BrainGames: It takes Pluto Tango! Learn about delicate dance of @NASA's successful #PlutoFlyby. #MissionPluto 9/8c! http://t.co/CMgqzvj…,7,0
Thu Jul 30 05:13:16 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:11:48 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:11:35 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:10:36 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:10:07 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:09:04 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:07:05 +0000 2015,"RT @NASA: What's inside Pluto? See how surface data from the @NASANewHorizons #PlutoFlyby gives us clues.
https://t.co/KyMVJbL9eW",846,0
Thu Jul 30 05:06:14 +0000 2015,"RT @etcPB: RT: gregsmyerumsby: RT NewHorizonsIMG: Hubble was right!🔭
#NewHorizons #PlutoFlyby #Hubble #Pluto #NASA http://t.co/2UwC0ymegY …",2,0
Thu Jul 30 05:06:05 +0000 2015,"RT @NewHorizonsIMG: Global map of Pluto
#NewHorizons #PlutoFlyby #Pluto #NASA http://t.co/Xe7acy0BcO",149,0
Thu Jul 30 05:04:48 +0000 2015,Pluto's heart looks gorgeous ! #PlutoFlyby #NewHorizons #Pluto http://t.co/EDlO6tnqBM,0,1
Thu Jul 30 05:02:15 +0000 2015,RT: Q_bean: RT ScottWx_TWN: Chris Hadfield launching 'It's Not Rocket Science' series this fall http://t.co/KQyN0dpMyz #space #PlutoFlyby…,0,0
Thu Jul 30 05:02:15 +0000 2015,RT: ypodnige: Pluto as a Planet WATCH PHOTOS - http://t.co/LNmj3jAf6v #Pluto #PlutoFlyby #Malibu http://t.co/ZZKNaqJCOe #TB #Tapibook,0,0
Thu Jul 30 05:02:14 +0000 2015,"RT: DomeMan: RT NewHorizonsIMG: Hubble was right!🔭
#NewHorizons #PlutoFlyby #Hubble #Pluto #NASA http://t.co/2UwC0ymegY …",1,1
Thu Jul 30 05:02:14 +0000 2015,"RT: gregsmyerumsby: RT NewHorizonsIMG: Hubble was right!🔭
#NewHorizons #PlutoFlyby #Hubble #Pluto #NASA http://t.co/2UwC0ymegY …",2,0
Thu Jul 30 05:02:14 +0000 2015,"RT: helvitismaddi: RT NewHorizonsIMG: Compilation of images in enhanced colors. Enjoy!. Enjoy!
#NewHorizons #PlutoFlyby #Charon #Pluto #NAS…",1,0
