Tue Aug 25 09:28:03 +0000 2015,0,1,#ICTENSW Digest is out! http://t.co/CAwF4Aex3P #edtech #ozcschat http://t.co/4mlg6Fq7RH
Tue Aug 25 04:52:17 +0000 2015,0,2,@sallyannw #ozcschat #makerEDau for a start
Tue Aug 25 02:37:56 +0000 2015,0,1,"I just completed the ""A Sinking Feeling..."" achievement on @groklearning! https://t.co/mnhUfjYK5W #ozcschat #ictensw #ncss"
Mon Aug 24 20:03:51 +0000 2015,0,1,@sailpip @sue936 @g3moStone @LeanneCameron @draketeach @nabiddle #gDrive share - https://t.co/Z4COdjFwvU  to share ideas. #ICTENSW #ozcschat
Mon Aug 24 09:28:05 +0000 2015,0,0,#ICTENSW Digest is out! http://t.co/7xYcyqmLq2 #edtech #ozcschat http://t.co/4mlg6Fq7RH
Mon Aug 24 09:15:52 +0000 2015,3,0,RT @cserAdelaide: We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC…
Mon Aug 24 05:18:00 +0000 2015,3,0,RT @cserAdelaide: We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC…
Mon Aug 24 04:25:02 +0000 2015,0,2,"I just completed the ""First-person Algebra"" achievement on @groklearning! https://t.co/5n1yTXSrtn #ictensw #ozcschat #ncss"
Mon Aug 24 02:22:22 +0000 2015,2,0,RT @sailpip: Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcsch…
Mon Aug 24 00:56:22 +0000 2015,3,0,RT @cserAdelaide: We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC…
Mon Aug 24 00:34:52 +0000 2015,3,1,We've got @CodeClubAus teacher training on campus today with Kelly! Want to learn? Reg your interest http://t.co/tX7GpBFC5G #ozcschat #STEM
Sun Aug 23 23:26:47 +0000 2015,0,2,@sailpip No but I wish there was one! Currently marking mine. Seems a shame they don't get the exposure of the other TAS subjects. #ozcschat
Sun Aug 23 22:38:58 +0000 2015,2,0,RT @sailpip: Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcsch…
Sun Aug 23 21:29:21 +0000 2015,1,0,RT @draketeach: http://t.co/c75LNXNgus yikes... #ozcschat
Sun Aug 23 21:18:59 +0000 2015,1,0,http://t.co/c75LNXNgus yikes... #ozcschat
Sun Aug 23 21:10:02 +0000 2015,0,1,@sailpip @LeanneCameron @sue936 @g3moStone @nabiddle I'd be interested... #ictensw #ozcschat
Sun Aug 23 21:06:51 +0000 2015,2,3,Does any know of a competion/exhibition of the best HSC Software Design &amp; Dev Major Projects? Considering starting one #ozcschat
Sun Aug 23 21:01:11 +0000 2015,0,0,Meta data shows so much about your life http://t.co/WeMxuoe7nG #ozcschat #aussieED
Sun Aug 23 15:19:09 +0000 2015,0,0,A3. Primary school kids reaaaally love #makeymakey #ozcschat http://t.co/AJxwkc5hRR
Sun Aug 23 12:45:06 +0000 2015,0,0,If your school is offering #VCEAlgorithmics  this may interest you: Never give up  keep trying http://t.co/1FJKSpDO8Z #ozcschat #vicpln
Sun Aug 23 09:28:07 +0000 2015,0,0,#ICTENSW Digest is out! http://t.co/AdOT37Auev #edtech #ozcschat http://t.co/4mlg6Fq7RH
Sun Aug 23 08:03:45 +0000 2015,3,0,RT @nabiddle: Computing at YHS - a selection of clips of @YassHighSchool students #ozcschat #STEM #robotics #AussieED https://t.co/PoSFfH1D…
Sun Aug 23 04:19:27 +0000 2015,1,0,RT @Refthinking: Full post: http://t.co/IpcqkhIAgt  #computing #digitaledchat #ozcschat #ukedchat #aussieED http://t.co/KEGDby1yMJ
Sun Aug 23 03:24:02 +0000 2015,1,0,Full post: http://t.co/IpcqkhIAgt  #computing #digitaledchat #ozcschat #ukedchat #aussieED http://t.co/KEGDby1yMJ
